,p,noise_p,noise_y,n_samples,n_trials,y1_z1_pns,y1_z1_pn,y1_z1_ps,y1_z2_pns,y1_z2_pn,y1_z2_ps,y1_z1*z2_pns,y1_z1*z2_pn,y1_z1*z2_ps,cond_pns_y1_z1,cond_pns_y1_z2,y2_z1_pns,y2_z1_pn,y2_z1_ps,y2_z2_pns,y2_z2_pn,y2_z2_ps,y2_z1*z2_pns,y2_z1*z2_pn,y2_z1*z2_ps,cond_pns_y2_z1,cond_pns_y2_z2,z1_z2_corr
0,0.4,0.0,0.2,10000,100,0.6049965410124821,0.7525427784157145,0.755244854857807,0.6049965410124821,0.7525427784157145,0.755244854857807,0.6049965410124821,0.7525427784157145,0.755244854857807,,,0.5970952279263995,0.7497745209988342,0.745689675422357,0.5970952279263995,0.7497745209988342,0.745689675422357,0.5970952279263995,0.7497745209988342,0.745689675422357,,,
0,0.4,0.0,0.2,10000,100,0.6011568379761985,0.7562255629665252,0.7456550871044223,0.6011568379761985,0.7562255629665252,0.7456550871044223,0.6011568379761985,0.7562255629665252,0.7456550871044223,,,0.5838922433563747,0.7435843983686385,0.7310970176127153,0.5838922433563747,0.7435843983686385,0.7310970176127153,0.5838922433563747,0.7435843983686385,0.7310970176127153,,,0.9999999999999999
0,0.4,0.0,0.2,10000,100,0.5854339539902796,0.7370624575506174,0.7399747371369361,0.5854339539902796,0.7370624575506174,0.7399747371369361,0.5854339539902796,0.7370624575506174,0.7399747371369361,,,0.5952619168753424,0.7466060417448441,0.7459689868906666,0.5952619168753424,0.7466060417448441,0.7459689868906666,0.5952619168753424,0.7466060417448441,0.7459689868906666,,,1.0
0,0.4,0.0,0.2,10000,100,0.6013882308586953,0.7520632503695682,0.7501065287814602,0.6013882308586953,0.7520632503695682,0.7501065287814602,0.6013882308586953,0.7520632503695682,0.7501065287814602,,,0.5995211570413528,0.7446234612215873,0.7546957878903656,0.5995211570413528,0.7446234612215873,0.7546957878903656,0.5995211570413528,0.7446234612215873,0.7546957878903656,,,1.0
0,0.4,0.0,0.2,10000,100,0.6045262265302629,0.7532231979878307,0.7538293246136654,0.6045262265302629,0.7532231979878307,0.7538293246136654,0.6045262265302629,0.7532231979878307,0.7538293246136654,,,0.6038982817654456,0.7566600901123434,0.7494506805882984,0.6038982817654456,0.7566600901123434,0.7494506805882984,0.6038982817654456,0.7566600901123434,0.7494506805882984,,,1.0
0,0.4,0.0,0.2,10000,100,0.5929745541145712,0.7455635013936679,0.7434139299891737,0.5929745541145712,0.7455635013936679,0.7434139299891737,0.5929745541145712,0.7455635013936679,0.7434139299891737,,,0.6003510134348062,0.745862920654523,0.754737906768773,0.6003510134348062,0.745862920654523,0.754737906768773,0.6003510134348062,0.745862920654523,0.754737906768773,,,1.0
0,0.4,0.0,0.2,10000,100,0.6099047541457034,0.7579005997014382,0.7574804797138143,0.6099047541457034,0.7579005997014382,0.7574804797138143,0.6099047541457034,0.7579005997014382,0.7574804797138143,,,0.5934148512221209,0.7487650336402315,0.7409442071135228,0.5934148512221209,0.7487650336402315,0.7409442071135228,0.5934148512221209,0.7487650336402315,0.7409442071135228,,,1.0
0,0.4,0.0,0.2,10000,100,0.6023542951396571,0.7534096654955104,0.7502700711021204,0.6023542951396571,0.7534096654955104,0.7502700711021204,0.6023542951396571,0.7534096654955104,0.7502700711021204,,,0.5955755953512383,0.7456244266963222,0.747445492587868,0.5955755953512383,0.7456244266963222,0.747445492587868,0.5955755953512383,0.7456244266963222,0.747445492587868,,,1.0
0,0.4,0.0,0.2,10000,100,0.6054520900670506,0.7531876763143484,0.7553052569976112,0.6054520900670506,0.7531876763143484,0.7553052569976112,0.6054520900670506,0.7531876763143484,0.7553052569976112,,,0.5929464589696645,0.746458896535984,0.7424817674582594,0.5929464589696645,0.746458896535984,0.7424817674582594,0.5929464589696645,0.746458896535984,0.7424817674582594,,,0.9999999999999999
0,0.4,0.0,0.2,10000,100,0.5948799436319442,0.7505260867102892,0.7415027133070157,0.5948799436319442,0.7505260867102892,0.7415027133070157,0.5948799436319442,0.7505260867102892,0.7415027133070157,,,0.5983372533156772,0.7488333734951738,0.748565929840475,0.5983372533156772,0.7488333734951738,0.748565929840475,0.5983372533156772,0.7488333734951738,0.748565929840475,,,1.0
0,0.4,0.0,0.2,10000,100,0.6056341007378825,0.7523140069484351,0.7564698320061445,0.6056341007378825,0.7523140069484351,0.7564698320061445,0.6056341007378825,0.7523140069484351,0.7564698320061445,,,0.615964678993201,0.7644443874810084,0.7602654386825739,0.615964678993201,0.7644443874810084,0.7602654386825739,0.615964678993201,0.7644443874810084,0.7602654386825739,,,1.0
0,0.4,0.0,0.2,10000,100,0.5866200593918801,0.744250546318795,0.7347283031235625,0.5866200593918801,0.744250546318795,0.7347283031235625,0.5866200593918801,0.744250546318795,0.7347283031235625,,,0.5889416642558806,0.7467142377557635,0.7359647944470499,0.5889416642558806,0.7467142377557635,0.7359647944470499,0.5889416642558806,0.7467142377557635,0.7359647944470499,,,0.9999999999999999
0,0.4,0.0,0.2,10000,100,0.6084550493745275,0.7611406679675716,0.7520554488874047,0.6084550493745275,0.7611406679675716,0.7520554488874047,0.6084550493745275,0.7611406679675716,0.7520554488874047,,,0.6077993738918253,0.7570002807080656,0.755129439290216,0.6077993738918253,0.7570002807080656,0.755129439290216,0.6077993738918253,0.7570002807080656,0.755129439290216,,,1.0
0,0.4,0.0,0.2,10000,100,0.6007883807145087,0.7525743686237125,0.7486670392967198,0.6007883807145087,0.7525743686237125,0.7486670392967198,0.6007883807145087,0.7525743686237125,0.7486670392967198,,,0.6006857668209866,0.7508105859116089,0.7502606671521167,0.6006857668209866,0.7508105859116089,0.7502606671521167,0.6006857668209866,0.7508105859116089,0.7502606671521167,,,1.0
0,0.4,0.0,0.2,10000,100,0.6029140470497949,0.7515856479884463,0.7529605293472552,0.6029140470497949,0.7515856479884463,0.7529605293472552,0.6029140470497949,0.7515856479884463,0.7529605293472552,,,0.6000998875677881,0.745946948850086,0.7542551267463484,0.6000998875677881,0.745946948850086,0.7542551267463484,0.6000998875677881,0.745946948850086,0.7542551267463484,,,1.0
0,0.4,0.0,0.2,10000,100,0.5860222388651432,0.7373992888675616,0.740574801968282,0.5860222388651432,0.7373992888675616,0.740574801968282,0.5860222388651432,0.7373992888675616,0.740574801968282,,,0.5995301912806239,0.7560258845306727,0.7433470373332626,0.5995301912806239,0.7560258845306727,0.7433470373332626,0.5995301912806239,0.7560258845306727,0.7433470373332626,,,1.0
0,0.4,0.0,0.2,10000,100,0.6088567081413234,0.7462150776885602,0.7678566851670314,0.6088567081413234,0.7462150776885602,0.7678566851670314,0.6088567081413234,0.7462150776885602,0.7678566851670314,,,0.5939881482258517,0.7487073875854935,0.7418948015819437,0.5939881482258517,0.7487073875854935,0.7418948015819437,0.5939881482258517,0.7487073875854935,0.7418948015819437,,,1.0
0,0.4,0.0,0.2,10000,100,0.607101651976291,0.7534413214342944,0.7576175179745622,0.607101651976291,0.7534413214342944,0.7576175179745622,0.607101651976291,0.7534413214342944,0.7576175179745622,,,0.602424720298793,0.7509110135723147,0.7528744426755122,0.602424720298793,0.7509110135723147,0.7528744426755122,0.602424720298793,0.7509110135723147,0.7528744426755122,,,1.0
