,Unnamed: 0,dataset,hidden_dim,lr,z_dim,batch_size,vae_epochs,ioss_weight,beta_weight,gamma_weight,spurious_corr,train_sample_size,randseed,input_dim,vae_name,classical_vae_train_elbo,classical_vae_test_elbo,ioss_vae_train_elbo,ioss_vae_test_elbo,beta_vae_train_elbo,beta_vae_test_elbo,betatc_vae_train_elbo,betatc_vae_test_elbo,factor_vae_train_elbo,factor_vae_test_elbo,irs_train,irs_testobs,irs_testct,irs_oracle,ioss_train_0.1,ioss_testobs_0.1,ioss_testct_0.1,ioss_oracle_0.1,ioss_train_0.01,ioss_testobs_0.01,ioss_testct_0.01,ioss_oracle_0.01,ioss_train_0.001,ioss_testobs_0.001,ioss_testct_0.001,ioss_oracle_0.001,ioss_train_0.0001,ioss_testobs_0.0001,ioss_testct_0.0001,ioss_oracle_0.0001,gaussian_total_corr_train,gaussian_wasserstein_corr_train,gaussian_wasserstein_corr_norm_train,gaussian_total_corr_testobs,gaussian_wasserstein_corr_testobs,gaussian_wasserstein_corr_norm_testobs,gaussian_total_corr_testct,gaussian_wasserstein_corr_testct,gaussian_wasserstein_corr_norm_testct,unsup.mi_score,unsup.gauss_total_corr,unsup.gauss_wasser_corr,unsup.gauss_wasser_corr_norm
0,0,smallnorb,512,0.001,10,100,51,1000.0,0.2,10.0,0.9,20000,12280884,4096,classical,1936.405825,1933.7318359375,1922.904,1920.3185796875,1925.4663234375,1923.865721875,1925.47092421875,1923.0037359375,2843.4374421875,2843.4160734375,0.5244246078899936,0.5260044749604197,0.5227299211008435,1.0,0.42840746,0.4231576,0.42921755,0.14684972,1.0183377,1.0095774,0.98750204,0.23527215,1.1748264,1.1236016,1.1614162,0.27918246,1.2226083,1.215546,1.239197,0.28032234,11.807776688619596,0.0105917741501411,0.0078452810792612,11.859996326434564,0.0102150218016134,0.0076327422808253,11.827930222201054,0.0102423384275369,0.007671238418395,,,,
0,0,mpi3d,512,0.001,10,100,51,1000000.0,0.2,10.0,0.2,20000,68101192,12288,classical,6415.98503125,6415.574984375,7793.613296875,8184.9516375,6407.58889375,6409.128103125,6406.708928125,6407.7303,8531.18900625,8531.20635625,0.5169107248675778,0.5085024891674931,0.5200282906020292,1.0,0.20475176,0.19587626,0.1941506,0.49584204,0.4949291,0.4713118,0.4711856,0.56618226,0.88027483,0.83621526,0.8792519,0.57031816,1.0216681,1.0058697,0.9727081,0.59036446,2.815566542531844,0.0113467650203347,0.0038208078072745,2.8182626662298667,0.0117334452459152,0.0039140911164652,2.799474627639775,0.0115602530906064,0.0038191607756157,0.2019969451609865,2.871284421528543,1140.6427103820606,0.0057822983932336
0,0,smallnorb,512,0.001,10,100,51,0.0,0.2,10.0,0.9,20000,90597306,4096,classical,1915.61375078125,1922.11648828125,1916.77198828125,1924.13579765625,1911.262946875,1920.18114921875,1912.83300546875,1919.8550234375,2847.2901703125,2847.2881125,0.5242804466446066,0.5235002017681774,0.5258587349335788,1.0,0.2509832,0.25223684,0.24627195,0.15832421,0.7921639,0.7684067,0.74483734,0.2344767,0.9688062,0.9718325,0.9957333,0.30232418,1.2674714,1.1484619,1.225426,0.2969232,8.477075403325216,0.3415564213340749,0.1239189768853479,8.485108176992483,0.3400487743805191,0.1235631236137028,8.44755544359123,0.3366410359595102,0.1227350897689258,,,,
0,0,mpi3d,512,0.001,10,100,51,100.0,0.2,10.0,0.9,20000,8400766,12288,ioss,6395.157403125,6394.848834375,6392.872746875,6392.76469375,6394.8272875,6393.923446875,6395.162503125,6395.04005625,8535.22125625,8535.0839,0.683034099667388,0.6734971935487647,0.6903987247430182,1.0,0.12454618,0.12736468,0.1274255,0.545156,0.31423202,0.317438,0.30628198,0.6159428,0.86541843,0.92652005,0.78854114,0.6470389,1.2897341,1.2965934,1.2587987,0.66897064,2.7733814323408907,0.0759722008137213,0.0176353637493208,2.748843657629811,0.0743588265346666,0.0172277314134348,2.637634187960213,0.0680662996043643,0.0158372022813551,0.122479586235839,4.750289436395505,10437.441203187627,0.0620233580818637
0,0,mpi3d,512,0.001,10,100,51,10.0,0.2,10.0,0.2,20000,18143820,12288,factor,6412.628571875,6414.25816875,6409.164315625,6410.6487875,6405.447646875,6406.92293125,6405.553465625,6407.458853125,8533.037603125,8533.09181875,0.5169360472524452,0.5211597728110926,0.5417670627595728,1.0,0.18886703,0.1934962,0.18670294,0.5099125,0.3993639,0.3993251,0.38040933,0.56422037,0.70985025,0.6529115,0.6231971,0.59112185,0.82396257,0.90246266,0.84511626,0.5924869,1.4601520781930333,4.437258773386103e-05,0.1596159608027005,1.4642994340540554,4.553456924357997e-05,0.1615015668370564,1.4528652963449955,4.488459750675905e-05,0.1596878775155382,0.0491663945629406,0.7561822739123047,1.1693541377828076,0.0824765406336982
0,0,cars3d,512,0.001,10,100,51,1.0,0.2,10.0,0.2,20000,55214348,12288,beta,1317.938754296875,1325.81628046875,1318.340337109375,1330.3253234375,1320.09325703125,1329.363253515625,1321.63493359375,1329.11672109375,8531.184565625,8531.129590625,0.614269110915953,0.6180338526927983,0.6157942289463345,1.0,0.2430449,0.24164693,0.24613056,0.019761823,0.531923,0.53128165,0.53713644,0.0215024,0.7936834,0.79330164,0.8802725,0.021767229,0.9471653,0.94089997,0.9498323,0.022055238,0.2916005871270242,0.667836689331331,0.0276426584778712,0.2900074851846277,0.6501744146195421,0.0272284502943762,0.2991452548298348,0.6770713806030315,0.0282940896266331,0.0544763070327922,0.3787544936073495,0.6979973545770051,0.0351896452049104
0,0,dsprites,512,0.001,10,100,51,100.0,0.2,10.0,0.2,20000,28040638,4096,factor,70.89972338867187,81.0556341796875,70.71526533203125,82.4490703125,66.75803337402344,83.20287895507812,67.276422265625,83.44838798828125,2847.3993265625,2847.4124765625,0.4878947821493227,0.4906042193046103,0.4913867184026792,1.0,0.16755518,0.16697648,0.16631766,0.23904647,0.40231204,0.38988516,0.3905182,0.26553658,0.62855756,0.63482195,0.67982805,0.27517477,0.87318915,0.8921192,0.7860893,0.27699795,0.5623887916525447,9.264675189042628e-05,0.053213876043571,0.5707888251371713,9.447706103859296e-05,0.0542328620336121,0.5773702729195591,9.5530773670938e-05,0.0546064083062701,0.0349728518069894,0.5046976579182427,8.284058563178768e-05,0.0482013430016759
0,0,cars3d,512,0.001,10,100,51,100.0,0.2,10.0,0.9,20000,48454366,12288,ioss,1286.433712109375,1297.5210328125,1287.5021015625,1292.926451171875,1287.191824609375,1295.887240234375,1287.33661640625,1295.337808984375,8535.722678125,8535.77050625,0.6658794836665026,0.6602082689562889,0.662725373544833,1.0,0.27278712,0.2729763,0.2751806,0.06860525,0.50314796,0.51069945,0.49010912,0.18516502,0.85556936,0.82610434,0.77364784,0.265259,0.90907687,0.8916536,0.98210704,0.25677767,0.1694288223485101,0.2138309998365954,0.0163599495061061,0.1684034006154453,0.2105609083771966,0.0162071322260395,0.1658086762523234,0.2070894147798476,0.015978140760799,0.0582799716814549,0.4453025525355508,0.5687353172687288,0.0430082097680473
0,0,dsprites,512,0.001,10,100,51,1.0,0.2,10.0,0.9,20000,59901500,4096,beta,42.64982615966797,51.97843679199219,44.33503072509765,51.269093212890624,47.10395910644531,57.810933984375,47.75470314941406,58.36377893066406,2842.859978125,2842.8647109375,0.4833344605436345,0.4786325135241166,0.4826964860044571,1.0,0.27869526,0.2843986,0.28213236,0.36169004,0.47614083,0.509608,0.4741123,0.45300463,0.72624755,0.72738177,0.690385,0.52646345,0.84439486,0.94133776,0.84214586,0.58195853,0.2640663337755189,0.4488767243387741,0.024584830259755,0.2488456372291763,0.4223653182606242,0.0233034933867071,0.2465381426062536,0.4182477078186792,0.0231377990810228,0.0772766375162663,0.8021630431965132,1.639395355924968,0.0740462056578882
0,0,dsprites,512,0.001,10,100,51,100.0,0.2,10.0,0.9,20000,80625582,4096,betatc,44.11105137939453,51.168368969726565,44.03172672119141,52.7057732421875,48.315601489257816,57.98138356933594,48.29941657714844,58.33087126464844,2847.0289578125,2847.0150265625,0.4946111679515881,0.4680246145090798,0.4685519411092882,1.0,0.283456,0.29745626,0.30185142,0.35176662,0.5065562,0.5269715,0.50607306,0.45055556,0.737272,0.71160775,0.7107921,0.52531916,0.8393215,0.9721842,0.86303556,0.5713187,0.4374889319017154,0.7160089229129696,0.0392192606724581,0.4470880253362002,0.7209689754711022,0.0401155687250621,0.4631726094992698,0.7459311718959327,0.0415649202303547,0.100295303176185,1.4209882032304535,3.2437092549954443,0.1441690340621688
0,0,mpi3d,512,0.001,10,100,51,0.0,0.2,10.0,0.2,20000,99353516,12288,beta,6411.774453125,6412.192678125,6414.37644375,6415.09719375,6406.814046875,6406.824978125,6407.106134375,6406.74669375,8531.746709375,8531.7098125,0.5188128529451517,0.513636281134401,0.4895886141899629,1.0,0.1617457,0.16050124,0.15993279,0.50076616,0.37599844,0.38999918,0.37493515,0.57541436,0.65340453,0.6552876,0.61964893,0.59154725,0.8535624,0.8484387,0.8336175,0.5980977,0.2503108400835483,0.0313204078755724,0.0043902596372201,0.2540511905044305,0.0365170499707137,0.0050970502149708,0.2505911142580697,0.0293989018031037,0.0040833791573038,0.0561068724205837,0.3499479284613187,3094.5341378685557,0.0066280496256377
0,0,mpi3d,512,0.001,10,100,51,1.0,0.2,10.0,0.9,20000,30501476,12288,ioss,6393.764253125,6395.480446875,6393.3704125,6394.377978125,6394.314596875,6395.167584375,6394.651153125,6395.623459375,8534.490103125,8534.40126875,0.5641801527487502,0.5639617750711771,0.5633304511557412,1.0,0.18596786,0.1892126,0.18976057,0.543021,0.446943,0.43536016,0.44662228,0.6134052,0.72709244,0.76042074,0.7714718,0.6782968,0.9736688,0.9170967,0.9814333,0.67438364,1.5772814950617755,0.0130725003490512,0.0032738271438626,1.565653946295349,0.0152064059503036,0.0038437545206418,1.5852404981899966,0.0144725784481449,0.0036426122472539,0.1632680715255935,2.238486607140296,13365.515652111848,0.0666921030205106
0,0,mpi3d,512,0.001,10,100,51,10000.0,0.2,10.0,0.2,20000,11755784,12288,betatc,6409.39483125,6410.4442625,6426.995340625,6425.79501875,6406.546196875,6407.47045,6405.82421875,6406.75193125,8536.047071875,8536.051775,0.4969751071680287,0.4756862233970046,0.4831937158928595,1.0,0.16955526,0.18115564,0.17464776,0.50458336,0.38486382,0.3913887,0.4050669,0.56491673,0.62869257,0.63114935,0.64321023,0.59668726,0.8654693,0.93747604,0.8243829,0.5974839,0.6605657868414312,0.0508090782078074,0.0076087511195199,0.6731207815906046,0.0493512784068901,0.0074863608439216,0.665028219159824,0.0485145983571317,0.0073424763380449,0.0621637758006123,0.6401818802132979,3991.621831792407,0.0092389202854948
0,0,mpi3d,512,0.001,10,100,51,10.0,0.2,10.0,0.9,20000,76315050,12288,betatc,6392.761634375,6392.388146875,6392.983553125,6392.73293125,6394.117621875,6393.169675,6394.531990625,6393.5511125,8537.1159625,8537.07165,0.604393762210917,0.5920882434911177,0.5991114724527116,1.0,0.16230486,0.16007063,0.15884458,0.5462006,0.40692493,0.40461135,0.39060363,0.61517566,0.77213496,0.7781115,0.72302914,0.67675334,0.99746346,0.91327274,0.9330399,0.67481494,2.2553337574087813,0.2016148463685709,0.0301538130977765,2.252870803951831,0.1987078553708983,0.0296745597964885,2.2461853321810885,0.2090186333488546,0.0310688549879329,0.0904080789750078,2.5141530968772585,25483.18110627262,0.0685802979914727
0,0,cars3d,512,0.001,10,100,51,1000.0,0.2,10.0,0.2,20000,20455546,12288,betatc,1311.64871484375,1332.184025,1309.153788671875,1327.16468046875,1318.06333125,1334.97582890625,1315.562228125,1331.73138515625,8535.391159375,8535.36389375,0.6160154452367076,0.6138683288012633,0.6154238023752541,1.0,0.2579655,0.26035511,0.25573495,0.019855103,0.5273415,0.49760243,0.5219178,0.021725772,0.8098353,0.8492139,0.78082937,0.02177818,0.94626486,0.8977433,0.91800666,0.022616964,0.3971432803699919,1.0051681894287228,0.03884078982473,0.4101888397401092,1.0349530784352083,0.0402117150003006,0.4035505675578781,1.010663921401921,0.0394996345544725,0.0535631446191647,0.4421547394014191,0.9506451579138896,0.0425955104805804
0,0,dsprites,512,0.001,10,100,51,0.0,0.2,10.0,0.9,20000,14621556,4096,ioss,43.22347048339844,49.987960693359376,43.56202221679688,50.892983471679685,49.02378679199219,57.34390368652344,48.0081708984375,57.11048041992188,2849.6532765625,2849.67113125,0.5030893503225314,0.4873840029256385,0.4823794147086493,1.0,0.2455613,0.24216239,0.25617087,0.3497258,0.4785627,0.4902932,0.47716022,0.4656995,0.7151022,0.7223484,0.7273021,0.5486072,0.83746505,0.8384028,0.83186907,0.52728814,0.6926811066230041,0.0479176848518072,0.0055495805847787,0.6978745405585922,0.0452039325722033,0.0053579295937664,0.6923629291245916,0.048414870853584,0.005711511716267,0.0881741689582389,0.9960484771600662,0.2698940801058178,0.0264449278025808
0,0,cars3d,512,0.001,10,100,51,1.0,0.2,10.0,0.9,20000,39583058,12288,betatc,1288.543554296875,1292.68572265625,1291.023731640625,1300.0373953125,1292.15097109375,1302.20568515625,1292.7245359375,1299.3883046875,8532.748721875,8532.706615625,0.6648904919721681,0.666741553199896,0.6622143164233701,1.0,0.25870797,0.25668922,0.2566242,0.07189268,0.5362064,0.50582004,0.5020332,0.1982195,0.8925961,0.86696386,0.8045024,0.25146306,1.0035969,1.0969007,1.0652518,0.2459599,0.3780979919035809,0.9445862631363724,0.0357908473478995,0.3974193453147912,0.978954310553398,0.0375190817595729,0.3950065579567496,0.9723251730991862,0.0372932867861057,0.0575106381855895,0.5255067351282126,1.3181667185844574,0.0504622152964311
0,0,dsprites,512,0.001,10,100,51,100.0,0.2,10.0,0.9,20000,80625582,4096,classical,44.11105137939453,51.168368969726565,44.03172672119141,52.7057732421875,48.315601489257816,57.98138356933594,48.29941657714844,58.33087126464844,2847.0289578125,2847.0150265625,0.4834648383977831,0.4778693184716059,0.4766662236185963,1.0,0.23680231,0.24448803,0.24242808,0.3487846,0.47684732,0.5044305,0.49437326,0.4550928,0.7204811,0.7089168,0.7424984,0.5431596,0.89741987,0.85515654,0.89818007,0.5227938,0.6095312039634191,0.1476563432380473,0.0171544894983192,0.6286838349714312,0.1539598555498962,0.0181192122040705,0.6265193771099486,0.1490686463764206,0.0175754983752196,0.084327780198993,1.183522851759924,0.5271459545402806,0.0484138542196792
0,0,cars3d,512,0.001,10,100,51,100.0,0.2,10.0,0.9,20000,77029130,12288,ioss,1287.314221484375,1292.690426953125,1285.7037875,1293.614733203125,1293.53735390625,1308.7956734375,1292.564244140625,1294.983491015625,8544.1820625,8544.112321875,0.6451693882728722,0.6371470179719112,0.6414096179607062,1.0,0.27454695,0.28120336,0.27269053,0.07258658,0.4922081,0.49861214,0.5111724,0.2193667,0.8289845,0.7990959,0.7948346,0.2695299,0.9170591,0.94011134,0.92723924,0.28426933,0.1524660898068848,0.2014669281742165,0.0150034122395934,0.1703314240349815,0.2225424858270202,0.0167018163189427,0.1582298426626511,0.2091559285680695,0.0156232613591486,0.0543114781780856,0.3675257795434576,0.4977763028767441,0.03565127759685
0,0,mpi3d,512,0.001,10,100,51,0.0,0.2,10.0,0.9,20000,23672278,12288,betatc,6341.10796875,6340.86329375,6340.91558125,6341.3817375,6341.521515625,6341.1294,6341.074196875,6341.719353125,8535.87534375,8536.144109375,0.5491633021317649,0.5423641757221878,0.5513769143450045,1.0,0.20424986,0.20116891,0.19797382,0.53587216,0.44014105,0.4193577,0.4231579,0.61905956,0.73031306,0.73203504,0.7410388,0.6685135,0.92244846,0.9035102,0.90958935,0.70148855,0.2886802201543723,0.031582094660969,0.0047999247151236,0.2855824626531031,0.0350443622034575,0.0053123068853179,0.2826421376760351,0.0336292652792646,0.0051126880909207,0.0790852413750471,0.5539577148343824,4420.060342430021,0.0142149596258317
0,0,dsprites,512,0.001,10,100,51,10000.0,0.2,10.0,0.9,20000,93371900,4096,factor,43.39332462158203,51.75180847167969,60.10465661621094,66.09307861328125,48.45080844726562,58.71834643554688,47.35819978027344,59.09393393554687,2843.756696875,2843.738628125,0.533950059946285,0.541097864156228,0.5298246450752077,1.0,0.2044208,0.2036841,0.20420258,0.35840178,0.41269964,0.42176223,0.43339795,0.4792363,0.65596294,0.6914464,0.65847313,0.5239026,0.8685221,0.81132483,0.8111129,0.55113286,1.2419523201993456,0.0002316531772821,0.1341029106422488,1.225906915729631,0.0002284886484714,0.1324264199570085,1.2344421919875046,0.0002284185270901,0.1330245862003757,0.0539794306181833,0.9828773009866224,0.0002090552331772,0.0988203096437804
0,0,cars3d,512,0.001,10,100,51,1000000.0,0.2,10.0,0.9,20000,18165758,12288,beta,1284.642997265625,1294.361679296875,2314.4014484375,2248.68927578125,1289.1922734375,1297.153077734375,1286.18488046875,1301.0009796875,8538.131490625,8538.0346875,0.6338552666876004,0.6357856726427225,0.628785662365949,1.0,0.28803876,0.28582978,0.29122037,0.059164196,0.5161521,0.51499367,0.5196469,0.19078727,0.7896669,0.77338403,0.8006063,0.25686505,0.9399522,1.0165364,0.996764,0.27642164,0.4233226945569113,0.958839251457853,0.038670748071405,0.4398738228870797,0.985326363409456,0.0400289516653939,0.4357628724550704,0.982909599799676,0.0399157120945116,0.0608352057689576,0.5852408352020593,1.4390269161833589,0.0551616089178932
0,0,dsprites,512,0.001,10,100,51,1000.0,0.2,10.0,0.9,20000,78784502,4096,factor,44.58997108154297,50.97553046875,45.06962733154297,51.07635092773437,48.61458220214844,58.22241677246094,48.25609030761719,57.23985612792968,2846.6822375,2846.66831875,0.5234117565326951,0.5284443903353586,0.529817068079306,1.0,0.22583152,0.22836794,0.23265974,0.35208017,0.4795285,0.47257805,0.45836738,0.41832042,0.7012944,0.7289295,0.7276056,0.5037004,0.8936678,0.8327485,0.88167804,0.53215086,1.2419142794998237,0.0002480803335232,0.1235003836886109,1.254667294084406,0.0002492370121721,0.1247752414009429,1.2576560642689998,0.0002515550771757,0.1254439699483385,0.0489542132768132,0.8735019210760484,0.0001856287000646,0.0813247831165544
0,0,cars3d,512,0.001,10,100,51,0.0,0.2,10.0,0.9,20000,3835146,12288,ioss,1289.5456484375,1303.197236328125,1290.500216796875,1299.65930625,1295.21760859375,1306.05223046875,1296.692473828125,1304.0681765625,8536.212134375,8536.2756625,0.6489750547710931,0.6479536590288028,0.6485947004401248,1.0,0.2755131,0.2744093,0.27863708,0.05549623,0.51954985,0.5011205,0.51563793,0.15407053,0.79198736,0.7959216,0.76812416,0.22135936,0.91667414,0.9015289,0.99386215,0.24902092,0.2107102923741424,0.2670229053605482,0.0206340602963096,0.2086828873332225,0.2631684357591233,0.0204618648316644,0.218081954766715,0.2719049671609781,0.0212862474183186,0.0535540261450633,0.4471803367794114,0.5791918968440903,0.0435782364630789
0,0,mpi3d,512,0.001,10,100,51,1.0,0.2,10.0,0.2,20000,69690198,12288,ioss,6414.172721875,6414.89203125,6408.99695,6409.77425,6406.6552625,6408.3749375,6406.437584375,6407.9236375,8534.60455,8534.615178125,0.4865019315166506,0.495512049935293,0.493211380160843,1.0,0.19457625,0.19526795,0.2005499,0.5013015,0.44304657,0.43157655,0.4514083,0.57701033,0.7514604,0.7252011,0.767884,0.5913704,0.91138464,0.8950793,0.90661824,0.59319156,1.0397345280887291,0.0092820979739869,0.0022204591090996,1.052174750960987,0.0095377434323644,0.0023119614144301,1.036800730819568,0.0087335299510549,0.0021263773295694,0.1088099262522856,1.0540033004658511,1119.0922936265124,0.0042136918928075
0,0,mpi3d,512,0.001,10,100,51,100000.0,0.2,10.0,0.2,20000,74935792,12288,ioss,6409.81325,6410.831846875,6461.7496125,6443.445721875,6405.393825,6406.160159375,6405.69141875,6406.9375125,8532.6574125,8532.72596875,0.9107964617567532,0.8979229451941588,0.897977073369722,1.0,0.0078125,0.0075958734,0.0075328364,0.50579935,0.05983388,0.061952095,0.062602915,0.5670183,0.84160286,0.8170636,0.8969144,0.58517796,1.1978486,1.2402438,1.1884617,0.5981892,31.516602932087302,15.34878984615876,1.2387894561661057,33.18881510333264,22.855687183185417,1.2596251520558666,33.28178760939886,23.792189291155022,1.2614971918396194,0.1391177064778245,31.916057791539732,1180678.196456987,1.246447195330074
0,0,mpi3d,512,0.001,10,100,51,100000.0,0.2,10.0,0.2,20000,47241614,12288,ioss,6413.009565625,6413.58396875,6455.450365625,6442.197209375,6406.4174,6407.227125,6406.705415625,6407.259596875,8531.76423125,8531.79503125,0.7381475043164798,0.7429683177973728,0.7296924210629152,1.0,0.037349526,0.033694945,0.036812652,0.50676984,0.15457399,0.16079065,0.16738933,0.5636895,0.83654577,0.8970698,0.9091254,0.5968599,1.2177807,1.143784,1.1501802,0.59632313,31.20500619537343,0.4033649484793948,0.981018693367307,32.08049460019246,0.5140207554446176,1.0116442604987828,31.80004507853783,0.4968479871964524,1.008075511942797,0.3700615263061499,32.37934046705373,37565.26449325613,1.0309233973733682
0,0,cars3d,512,0.001,10,100,51,1.0,0.2,10.0,0.9,20000,27678874,12288,classical,1280.0413484375,1298.243128125,1282.64571875,1293.47284453125,1287.301900390625,1298.528146875,1286.438839453125,1307.251591015625,8533.0525875,8533.014165625,0.6528730086700537,0.6479845744154479,0.6530330884562087,1.0,0.28013092,0.2794991,0.27922902,0.08893859,0.5068724,0.5177872,0.5188815,0.24596983,0.75556725,0.77507675,0.73667127,0.28895578,0.99453145,0.9325865,0.89341325,0.2920473,0.1017783602527155,0.1278538129922175,0.0099000467477346,0.1100961175341057,0.1381165842319909,0.010713481477476,0.1081293287647222,0.1343173363650081,0.0104198927271464,0.0548203474738517,0.348340060026715,0.4615643665989175,0.0343340805644118
0,0,smallnorb,512,0.001,10,100,51,10000.0,0.2,10.0,0.9,20000,52864008,4096,classical,1934.97801953125,1924.5955828125,1943.2537296875,1933.39798515625,1925.0098734375,1915.418303125,1924.83419765625,1917.21693671875,2842.4449625,2842.5002828125,0.5088572601580563,0.518162566895475,0.5084757083689885,1.0,0.35646003,0.34561002,0.3499771,0.14995483,0.9010376,0.85713947,0.901895,0.23560822,1.0594044,1.0642734,1.0329132,0.26035833,1.1947197,1.2127295,1.1579603,0.2965982,13.57422504163269,0.2402960157384002,0.133836949929519,13.54105058839766,0.2393766814456155,0.1343075237191189,13.511698053623617,0.2372024677759574,0.1334624605564781,,,,
0,0,cars3d,512,0.001,10,100,51,100000.0,0.2,10.0,0.9,20000,705166,12288,beta,1287.5891265625,1292.7446953125,1422.493965234375,1443.766122265625,1291.5643,1303.68390078125,1291.737822265625,1301.534433984375,8531.672453125,8531.730090625,0.641390640136889,0.6396019252975029,0.6441989583553243,1.0,0.28753132,0.28880298,0.28686514,0.06894282,0.52522904,0.5237399,0.51824105,0.20529759,0.8155425,0.82657826,0.8284863,0.23258275,0.9377136,0.92349243,0.9510388,0.2488029,0.3167249410292063,0.79170241498867,0.0305532870391404,0.3110375246731278,0.7658729205489436,0.0300150640699585,0.3244899101558562,0.7960414457577585,0.0313057479375651,0.0601093158982,0.4793668608633865,1.1763860393865857,0.045712146050401
0,0,smallnorb,512,0.001,10,100,51,0.0,0.2,10.0,0.9,20000,21917340,4096,classical,1927.8181609375,1923.4596375,1923.48482421875,1920.36941328125,1921.74844296875,1917.771903125,1920.8204984375,1918.0708609375,2841.8986328125,2841.8801921875,0.4459327014205327,0.4502595722852668,0.464425711040989,1.0,0.3160187,0.31587872,0.3043571,0.16290145,0.8922868,0.85736555,0.8146983,0.25648272,1.013535,0.9961682,0.9774431,0.29140595,1.0585512,1.0547101,1.1562169,0.33003253,5.715221457952978,0.0295440664262818,0.0129077700734671,5.773964138290786,0.0306132873364131,0.013288293262147,5.695931538372946,0.0292233305493843,0.0127819380692032,,,,
