,Unnamed: 0,disentanglement,avg_corr_coef,IOSS,IRS,gaussian_total_correlation,gaussian_wasserstein_dependency,dataset,IOSS_classify,IRS_classify,gaussian_total_correlation_classify,gaussian_wasserstein_dependency_classify,avg_corr_coef_classify
1,1,disentangled,0.8376944890010581,0.9338337423921678,1.0,4.297847841790345,0.3001714125850747,mpi3d,True,True,True,True,False
0,0,entangled,0.1105399126434396,0.5861610042395063,0.6939913980417981,0.4806553099009394,0.1576960330524222,cars3d,True,True,False,True,False
1,1,disentangled,0.9227735069158348,0.5532344638164945,1.0,1.656049066324579,0.0187349632679803,cars3d,True,True,False,True,False
0,0,entangled,0.0938356494690621,0.796266149318037,0.5866082373260644,1.5144766161689236,0.3234282431865131,dsprites,True,True,False,False,False
1,1,disentangled,0.9003349898264993,0.7230518982405707,1.0,3.4654844539944207,0.4464959551406022,dsprites,True,True,False,False,False
0,0,entangled,0.4929797652983217,0.7580645977481464,0.5348234169258906,1.5729839315626144,0.3456536386838676,dsprites,True,True,False,False,False
1,1,disentangled,0.8917408010244077,0.6998944480282827,1.0,3.314430197026091,0.4390216674594091,dsprites,True,True,False,False,False
0,0,entangled,0.1121337086868997,0.604961935987141,0.5053448453782586,0.6011153115609367,0.0623930462127317,smallnorb,True,True,False,False,False
1,1,disentangled,0.892858493445803,0.5761635955331263,1.0,2.284253706758861,0.2624567623981569,smallnorb,True,True,False,False,False
0,0,entangled,0.272437363628194,0.8829341908103245,0.5740522314666955,3.34941450476422,0.5181668838872523,dsprites,True,True,False,True,False
1,1,disentangled,0.8988639705935643,0.7145536046549166,1.0,3.4579545401023197,0.4497313757906653,dsprites,True,True,False,True,False
0,0,entangled,0.0954627873683136,0.8133658585931165,0.6083003167327291,3.5838983210787823,0.5393246350687219,dsprites,True,True,True,True,False
1,1,disentangled,0.8935168539228393,0.7240392251319883,1.0,3.369856044337034,0.4475340163311805,dsprites,True,True,True,True,False
0,0,entangled,0.075477706807621,1.0460923472903283,0.5588627886234981,4.954126422867187,0.4937625031808013,mpi3d,True,True,True,True,False
1,1,disentangled,0.8351447279485456,0.8784087040708135,1.0,4.280824441848241,0.3015690487182615,mpi3d,True,True,True,True,False
0,0,entangled,0.546851155514761,0.7854410194521727,0.5546531035243611,2.3601564438496165,0.4078664967950444,dsprites,True,True,False,False,False
1,1,disentangled,0.8882474440485107,0.7128791904145076,1.0,3.267508101648533,0.4330277215050329,dsprites,True,True,False,False,False
0,0,entangled,0.1339164499660527,0.6028721913144128,0.7858807899743917,1.5457568549556884,0.2022636520936995,cars3d,True,True,False,True,False
1,1,disentangled,0.918655511708628,0.4776269183228449,1.0,1.6031626939883274,0.01755114211471,cars3d,True,True,False,True,False
0,0,entangled,0.2224566840102008,1.0639266991179122,0.5704997662458192,4.851829304471902,0.5671935836913787,mpi3d,True,True,True,True,False
1,1,disentangled,0.8299988427466328,0.9726290626985544,1.0,4.165803342353849,0.2935692137212119,mpi3d,True,True,True,True,False
0,0,entangled,0.2844102307286353,0.7221364343307789,0.5235342891329022,1.2607598799824626,0.2109750545276529,smallnorb,True,True,False,False,False
1,1,disentangled,0.8998156298563054,0.6640534901404241,1.0,2.3878895273374363,0.2719615328171795,smallnorb,True,True,False,False,False
0,0,entangled,0.2407962832543548,0.6195977585253376,0.6966598942397149,0.7639097486181345,0.1731252059581113,cars3d,True,True,False,True,False
1,1,disentangled,0.9110179592385752,0.5031285507877135,1.0,1.5258417825169357,0.0186214792019477,cars3d,True,True,False,True,False
0,0,entangled,0.7499685317428582,0.6178410697200801,0.7501060149463994,0.6807825490770694,0.1518626933465489,cars3d,True,True,False,True,False
1,1,disentangled,0.9207376230867976,0.5358815430842508,1.0,1.6337884379321004,0.0178688112763825,cars3d,True,True,False,True,False
0,0,entangled,0.2079438936818583,0.7558599655609916,0.576452894966524,3.115301437493383,0.5920958982312043,smallnorb,True,True,True,True,False
1,1,disentangled,0.9050390541905446,0.623222662471382,1.0,2.4589509469397197,0.2743993336819169,smallnorb,True,True,True,True,False
0,0,entangled,0.0570033835471575,1.044196796004624,0.5098047835980216,4.351238403177884,0.3571993488283543,mpi3d,True,True,True,True,False
1,1,disentangled,0.8255874729174282,0.8639221876488513,1.0,4.052255031835028,0.2826911670842607,mpi3d,True,True,True,True,False
0,0,entangled,0.027992573052701,1.075340540936303,0.5186058062453924,6.09001986188561,0.535914133472493,mpi3d,True,True,True,True,False
1,1,disentangled,0.8181849747241927,0.8393254713306516,1.0,3.945305283990657,0.2776584648573645,mpi3d,True,True,True,True,False
0,0,entangled,0.5653929996356808,0.7341111058946634,0.4769251169721564,0.6915321441490225,0.1661595225677911,smallnorb,True,True,False,False,False
1,1,disentangled,0.9009527834448398,0.5907794386660435,1.0,2.405797595712737,0.2696786574060004,smallnorb,True,True,False,False,False
0,0,entangled,0.0269917717276757,1.0456040474395747,0.5300161532935668,4.657806682534393,0.4726017427775645,mpi3d,True,True,True,True,False
1,1,disentangled,0.8360563580354622,0.8959457601581529,1.0,4.2668708162041895,0.3000206853474374,mpi3d,True,True,True,True,False
0,0,entangled,0.4334531249033001,0.4806122989610923,0.6946530849416652,0.1350681372914659,0.0205496596580118,cars3d,False,True,False,True,False
1,1,disentangled,0.9106693795530671,0.5086839812642547,1.0,1.5188999238995642,0.0180051762781081,cars3d,False,True,False,True,False
0,0,entangled,0.2881460886573468,1.0809441079225002,0.4806775892050146,4.401170622669149,0.4228781642849921,mpi3d,True,True,True,True,False
1,1,disentangled,0.8432850582586164,0.9242840738375788,1.0,4.381508629821782,0.31042154126031,mpi3d,True,True,True,True,False
0,0,entangled,0.3384735853140401,0.8534772463310887,0.6588436809757191,3.583944260435328,0.5022321776005254,dsprites,True,True,True,True,False
1,1,disentangled,0.8911075569734155,0.7465073209157513,1.0,3.3226641309860554,0.439523290396832,dsprites,True,True,True,True,False
0,0,entangled,0.0905955922509377,0.7417590952294104,0.5049749230734905,1.2760843816190133,0.2217144024319211,dsprites,True,True,False,False,False
1,1,disentangled,0.8992859522565283,0.7268544862408514,1.0,3.453795526336724,0.453196768862889,dsprites,True,True,False,False,False
0,0,entangled,0.1126152215491036,0.5888434361945244,0.7346977709910871,0.6450801672861286,0.1890471816123289,cars3d,True,True,False,True,False
1,1,disentangled,0.9112153950377354,0.4769842735464716,1.0,1.5303370085824346,0.0186424613967449,cars3d,True,True,False,True,False
0,0,entangled,0.8337180478362218,0.527075751182047,0.7425048523475132,0.9708373172900586,0.1934113090349133,cars3d,True,True,False,True,False
1,1,disentangled,0.9099834837175976,0.4817500178200079,1.0,1.5123981000322448,0.0174293057844042,cars3d,True,True,False,True,False
0,0,entangled,0.4465074205841111,0.8589894049061086,0.5443733788896695,2.7527586267903037,0.4106949102741564,dsprites,True,True,False,False,False
1,1,disentangled,0.8878129577927054,0.7227584881849715,1.0,3.224669824067476,0.4285037744277907,dsprites,True,True,False,False,False
0,0,entangled,0.1859982020705154,1.1258872538154088,0.492031073050287,4.865400739710061,0.5288226068563353,mpi3d,True,True,True,True,False
1,1,disentangled,0.8394600973885009,0.8874422707691005,1.0,4.33302701837833,0.3149807423718644,mpi3d,True,True,True,True,False
0,0,entangled,0.3900059934426376,0.821195166195968,0.5540591382824983,2.3949953284886325,0.4025900723996635,dsprites,True,True,False,False,False
1,1,disentangled,0.8878664396120053,0.7185926543432563,1.0,3.2317009330652366,0.4258076905323548,dsprites,True,True,False,False,False
0,0,entangled,0.2199148415092226,0.9799089591477392,0.5136229654450991,5.130187837199376,0.5742570433212402,mpi3d,True,True,True,True,False
1,1,disentangled,0.8403290627862949,0.9194365840142268,1.0,4.339922885441963,0.3018225145772126,mpi3d,True,True,True,True,False
0,0,entangled,0.0564056284268006,1.0715446574563594,0.5341519939905897,8.070836187611793,0.763048783265601,mpi3d,True,True,True,True,False
1,1,disentangled,0.8323098626484106,0.8584570538362017,1.0,4.207248730871591,0.2991903174554693,mpi3d,True,True,True,True,False
0,0,entangled,0.1747668809050051,0.7327386078000993,0.5512952039249734,1.0330770310116335,0.0632224280020885,dsprites,True,True,False,False,False
1,1,disentangled,0.8854282612177269,0.7065447022256458,1.0,3.2097093299035877,0.4319575799655833,dsprites,True,True,False,False,False
0,0,entangled,0.4081772461450016,0.5725000122849914,0.6712709287534374,0.2601066013565367,0.0755571495819744,cars3d,True,True,False,True,False
1,1,disentangled,0.9075312148979756,0.480117918990702,1.0,1.4818809559726471,0.0185636322568591,cars3d,True,True,False,True,False
0,0,entangled,0.5884968629507455,0.5474372489983245,0.7219390934544138,0.4516756492785565,0.1070227353425034,cars3d,True,True,False,True,False
1,1,disentangled,0.9102321101400008,0.4510082160086787,1.0,1.5177511741617824,0.0175141939451968,cars3d,True,True,False,True,False
0,0,entangled,0.2451724978655675,0.5360050211398664,0.7273225539995687,0.1827260736394504,0.0610595116180474,cars3d,True,True,False,True,False
1,1,disentangled,0.9137797248534996,0.4666431356696959,1.0,1.5535332616070612,0.0182857443242327,cars3d,True,True,False,True,False
0,0,entangled,0.1130261017544478,0.7285034103939543,0.5528289435935395,1.3291761464279497,0.2509897702627884,smallnorb,True,True,False,False,False
1,1,disentangled,0.9002342543131905,0.611312124562699,1.0,2.3876069970497467,0.2674682987391245,smallnorb,True,True,False,False,False
0,0,entangled,0.2322890678539562,0.7858048605372255,0.62061966188704,2.1434138155404527,0.4197823019059905,smallnorb,True,True,False,True,False
1,1,disentangled,0.9022666144137286,0.6347604050896928,1.0,2.421451178136912,0.2703256765410329,smallnorb,True,True,False,True,False
0,0,entangled,0.0666580184221257,1.0355996604397468,0.4216939337820087,6.727935167089642,0.7030308819273569,mpi3d,True,True,True,True,False
1,1,disentangled,0.8396671744053449,0.9445447094445036,1.0,4.336213394998406,0.3029242894224725,mpi3d,True,True,True,True,False
0,0,entangled,0.0813030257165731,0.9810539753080618,0.5214180440005395,3.826086279737293,0.5141630729672994,mpi3d,True,True,False,True,False
1,1,disentangled,0.837467835639605,0.8965301268085537,1.0,4.290007009426256,0.3080986787966924,mpi3d,True,True,False,True,False
0,0,entangled,0.5643449848371875,0.5509520824777336,0.7228936093774091,0.3911920558625215,0.0741551823407073,cars3d,True,True,False,True,False
1,1,disentangled,0.9122660504010786,0.4846869005383322,1.0,1.532078585545129,0.0181582956767792,cars3d,True,True,False,True,False
0,0,entangled,0.0758266866987708,1.0788050353859917,0.4480169890248801,6.11358321321006,0.5724204483429977,mpi3d,True,True,True,True,False
1,1,disentangled,0.8319341458706988,0.889114846506164,1.0,4.162080341179452,0.2895738936602958,mpi3d,True,True,True,True,False
0,0,entangled,0.1222974949055966,0.579853181937285,0.7529937464601806,0.8949876014546541,0.2406731060263045,cars3d,True,True,False,True,False
1,1,disentangled,0.9120736408840328,0.5436898522333824,1.0,1.5294085084928275,0.0178331347436006,cars3d,True,True,False,True,False
0,0,entangled,0.0955592918272756,0.6603128251051947,0.710510110856169,1.4324325711303647,0.3597232538376423,cars3d,True,True,False,True,False
1,1,disentangled,0.913459081355302,0.4775448798584894,1.0,1.544232015878853,0.0174150763971255,cars3d,True,True,False,True,False
0,0,entangled,0.2277595365127731,0.7456871256459112,0.5907362216133348,2.4219348096756184,0.4768867036641222,smallnorb,True,True,True,True,False
1,1,disentangled,0.9005310650075196,0.6465325042177851,1.0,2.4057029550476217,0.278414003929426,smallnorb,True,True,True,True,False
0,0,entangled,0.1952879463800234,0.6453964145651688,0.5343908902360414,0.9763591238212967,0.1796733900849054,smallnorb,True,True,False,False,False
1,1,disentangled,0.8993247596490426,0.6001073483861071,1.0,2.3752270259020327,0.2689068109007407,smallnorb,True,True,False,False,False
0,0,entangled,0.7172690456608308,1.000197640172484,0.4883573860837311,6.42957053202738,0.6711745148497307,mpi3d,True,True,True,True,False
1,1,disentangled,0.8444772994240058,0.888966143467855,1.0,4.431070602380139,0.3108226378032273,mpi3d,True,True,True,True,False
0,0,entangled,0.6853488720221992,0.5180207931442447,0.7179528394306373,0.4824578229230045,0.091814490652621,cars3d,True,True,False,True,False
1,1,disentangled,0.9119878960609096,0.4749796740839505,1.0,1.5373921505880137,0.0184644327103427,cars3d,True,True,False,True,False
0,0,entangled,0.0489021672072597,0.7116429884569827,0.590464118565948,2.6088672220693763,0.5308048278914317,smallnorb,True,True,True,True,False
1,1,disentangled,0.8929887449261213,0.5917471689659011,1.0,2.2877009172171547,0.2650064876284165,smallnorb,True,True,True,True,False
0,0,entangled,0.771785719882604,0.5723088391229801,0.7909016567906746,0.8605238127949275,0.240000228201569,cars3d,True,True,False,True,False
1,1,disentangled,0.9200790485623104,0.4984514207901135,1.0,1.634263349974998,0.0178645333345781,cars3d,True,True,False,True,False
0,0,entangled,0.3106801618991193,0.5798287357655082,0.7013932914486086,0.4317061990338144,0.1264680626326985,cars3d,True,True,False,True,False
1,1,disentangled,0.9099049564360414,0.5218302420444099,1.0,1.5226850747148113,0.0185763287412456,cars3d,True,True,False,True,False
0,0,entangled,0.0575705090597554,0.842131989411417,0.6228878164372985,3.695437347375697,0.5854084876989586,dsprites,True,True,True,True,False
1,1,disentangled,0.8991854865743689,0.7033988073699113,1.0,3.4690934090929844,0.4527742827328803,dsprites,True,True,True,True,False
0,0,entangled,0.3167000619092149,1.1129817301027416,0.5257089884889122,5.988449902122099,0.6279333583277344,mpi3d,True,True,True,True,False
1,1,disentangled,0.8316784445495169,0.888063635010987,1.0,4.2244328488512295,0.3015681327068316,mpi3d,True,True,True,True,False
0,0,entangled,0.4123688320296383,0.6822605921604783,0.41106350392071,0.4886926291314961,0.1112479930103479,smallnorb,True,True,False,False,False
1,1,disentangled,0.9032349751650074,0.6661092934915412,1.0,2.436815199025532,0.2767038354283588,smallnorb,True,True,False,False,False
0,0,entangled,0.1201814297340309,0.6350534079418073,0.7552221394487405,1.2841992692400312,0.257904721311662,cars3d,True,True,False,True,False
1,1,disentangled,0.9207402135924252,0.4951860864346443,1.0,1.6434367025861798,0.018640348197835,cars3d,True,True,False,True,False
0,0,entangled,0.1211609511497167,0.6282347602229584,0.8038896035340051,1.176840812868426,0.2682132527820381,cars3d,True,True,False,True,False
1,1,disentangled,0.910572069908274,0.4642187279227583,1.0,1.533177791492376,0.0184275903853263,cars3d,True,True,False,True,False
0,0,entangled,0.0472117061375695,1.0789745335507177,0.4910269041963258,4.790339169666085,0.4058592042189014,mpi3d,True,True,True,True,False
1,1,disentangled,0.8297189882785092,0.8827262154773652,1.0,4.158712870943276,0.2957182870418709,mpi3d,True,True,True,True,False
0,0,entangled,0.0829409909387002,0.7799317058646088,0.5452015499599125,1.0778358696194306,0.1313296971086204,dsprites,True,True,False,False,False
1,1,disentangled,0.8870414745653119,0.7184096268691168,1.0,3.2311672608165534,0.4299497149699768,dsprites,True,True,False,False,False
0,0,entangled,0.310118705134899,0.7000022586369472,0.5706302479637535,0.4947258917901891,0.0448455669693124,dsprites,False,True,False,False,False
1,1,disentangled,0.8895324373470784,0.7272101582161716,1.0,3.284350562117867,0.4407220038245024,dsprites,False,True,False,False,False
0,0,entangled,0.3900792035081428,0.6130307441216313,0.6969626459243736,0.5871360925552682,0.1842744650524134,cars3d,True,True,False,True,False
1,1,disentangled,0.9120547433779846,0.4996440690616565,1.0,1.536893641228799,0.0181922111057589,cars3d,True,True,False,True,False
0,0,entangled,0.160122013089055,1.0677983544310208,0.5814539732917712,6.558935305625408,0.718306284710524,mpi3d,True,True,True,True,False
1,1,disentangled,0.8455957094318134,0.8860169759988902,1.0,4.381949200020548,0.3004605750413023,mpi3d,True,True,True,True,False
0,0,entangled,0.0752999623648142,1.0153807333209437,0.5424619582864416,3.092876166923812,0.2396395703919346,mpi3d,True,True,False,False,False
1,1,disentangled,0.8358620835195636,0.904983808457273,1.0,4.270809875898742,0.3092676861675354,mpi3d,True,True,False,False,False
0,0,entangled,0.1485873388151069,0.5443275334734393,0.7729375057636615,0.9425327106174456,0.2428358979187874,cars3d,True,True,False,True,False
1,1,disentangled,0.915023862355278,0.4844546824197587,1.0,1.5618860350256627,0.017535018290945,cars3d,True,True,False,True,False
0,0,entangled,0.0589641572064188,0.7157462861076787,0.5471097329684466,1.219939444829337,0.2710748782300904,smallnorb,True,True,False,False,False
1,1,disentangled,0.9056748622490428,0.6113398672290283,1.0,2.47335705370976,0.2809566822799771,smallnorb,True,True,False,False,False
0,0,entangled,0.4164530057864016,0.7403962059632362,0.5263868594898095,1.406604642155454,0.2595979644556669,dsprites,True,True,False,False,False
1,1,disentangled,0.885289337044199,0.6874233521196806,1.0,3.191020714418517,0.4206351402007938,dsprites,True,True,False,False,False
0,0,entangled,0.5633410880979391,0.4715392424220121,0.7209273549940998,0.2568878280888129,0.0292848687886226,cars3d,False,True,False,True,False
1,1,disentangled,0.905112370071467,0.4730994206420361,1.0,1.4605935584336427,0.0178871665654737,cars3d,False,True,False,True,False
0,0,entangled,0.1013128813415178,1.080697292245169,0.5700608108755899,5.963790401560924,0.5898023749526577,mpi3d,True,True,True,True,False
1,1,disentangled,0.8376130053151721,0.8652375836503237,1.0,4.31439726673,0.3098153629383613,mpi3d,True,True,True,True,False
0,0,entangled,0.087846632321498,1.082870083951514,0.549138798508223,5.991804240161542,0.6410024854402602,mpi3d,True,True,True,True,False
1,1,disentangled,0.850230307685046,0.9151925791523412,1.0,4.532728325454993,0.3057637997306351,mpi3d,True,True,True,True,False
0,0,entangled,0.0974873785609113,1.1029392761058416,0.5156196412055459,7.157349991223525,0.7593771868998449,mpi3d,True,True,True,True,False
1,1,disentangled,0.8432304260635565,0.8573655464649385,1.0,4.386930472417523,0.3117075135811902,mpi3d,True,True,True,True,False
0,0,entangled,0.1260138884442774,0.523583149477665,0.7155455466629178,0.2447512468929755,0.0632100549074941,cars3d,True,True,False,True,False
1,1,disentangled,0.9113021446984124,0.4526029117506472,1.0,1.52631608813091,0.01749793913179,cars3d,True,True,False,True,False
0,0,entangled,0.180579341379005,0.9707515482125368,0.5392607337271931,3.976250900687473,0.4725237963240147,mpi3d,True,True,False,True,False
1,1,disentangled,0.8334932401726063,0.9024335890348126,1.0,4.177761367154405,0.2970540783102832,mpi3d,True,True,False,True,False
0,0,entangled,0.4025128672482473,0.6735447102495125,0.4684624020410491,0.707261598002026,0.1687940275629051,smallnorb,True,True,False,False,False
1,1,disentangled,0.9053017611051932,0.5856366073145465,1.0,2.46914883190707,0.2789504637611571,smallnorb,True,True,False,False,False
0,0,entangled,0.1582305693260629,0.7807041125885262,0.5500264066110515,1.5896370343710635,0.1875928189638311,smallnorb,True,True,False,False,False
1,1,disentangled,0.8973187479968494,0.6114963699382774,1.0,2.363392892133426,0.2728590075638085,smallnorb,True,True,False,False,False
0,0,entangled,0.0401505429299757,1.0505187780495695,0.5119521629337724,6.160897071257176,0.5943978205971319,mpi3d,True,True,True,True,False
1,1,disentangled,0.8469851955273304,0.9132609793464403,1.0,4.473255153579695,0.299545062093253,mpi3d,True,True,True,True,False
0,0,entangled,0.4751449529705238,0.5651815668358566,0.7464416358862594,0.3729089669017558,0.0558332284432515,cars3d,True,True,False,True,False
1,1,disentangled,0.9110520779399062,0.4684832899064078,1.0,1.523160536515796,0.0178859109131275,cars3d,True,True,False,True,False
0,0,entangled,0.1825465650966561,0.6355302572522564,0.5955817299065784,1.5264052468516036,0.3776856587901988,smallnorb,False,True,False,True,False
1,1,disentangled,0.9069882248641564,0.6559946386957549,1.0,2.495014463688374,0.27180704757772,smallnorb,False,True,False,True,False
0,0,entangled,0.4995663147021466,0.6181130537651779,0.762795384192869,0.9542535009688576,0.2372668467096509,cars3d,True,True,False,True,False
1,1,disentangled,0.906846668832646,0.4593309747397643,1.0,1.4731337817353918,0.0166394652763731,cars3d,True,True,False,True,False
0,0,entangled,0.4839543893698212,0.7277947753485016,0.5386056921609614,1.0397573899304304,0.2525252402681502,smallnorb,True,True,False,False,False
1,1,disentangled,0.9018013515121744,0.6018165598124547,1.0,2.422162046882015,0.278079911538229,smallnorb,True,True,False,False,False
0,0,entangled,0.0712010858314356,0.7768103018626012,0.5576226442268175,1.928009836937345,0.3323202350102244,dsprites,True,True,False,False,False
1,1,disentangled,0.8909412128737774,0.7267496213400925,1.0,3.284648310382064,0.4300823112006769,dsprites,True,True,False,False,False
0,0,entangled,0.2450159760706911,0.7370429749569417,0.6067866760196873,2.418502821700376,0.4625764772399326,smallnorb,True,True,False,True,False
1,1,disentangled,0.9140664364454408,0.6431622872290872,1.0,2.605662235447704,0.2833135088071452,smallnorb,True,True,False,True,False
0,0,entangled,0.3191776661219689,0.5908205339279657,0.8041602691400619,0.8802961815776646,0.2636863027822005,cars3d,True,True,False,True,False
1,1,disentangled,0.912576027409367,0.4952621907305516,1.0,1.5443638183326556,0.0183218675714188,cars3d,True,True,False,True,False
0,0,entangled,0.1722691616938252,0.6991230742787858,0.5463733633589759,1.1860474953686522,0.2819788697081242,smallnorb,True,True,False,True,False
1,1,disentangled,0.902465092414108,0.6450045915264879,1.0,2.4248594267759627,0.2767570363481959,smallnorb,True,True,False,True,False
0,0,entangled,0.1882801170772663,0.8697151863180207,0.5927416061239402,3.4817905322317158,0.5479338471429516,dsprites,True,True,True,True,False
1,1,disentangled,0.8870389521414325,0.7272601575661933,1.0,3.233459347165911,0.4335665180471986,dsprites,True,True,True,True,False
0,0,entangled,0.0783322845111554,0.8018764470297772,0.6075133292621319,3.082164844625134,0.4680976914368179,dsprites,True,True,False,True,False
1,1,disentangled,0.887371429736269,0.7075562930987367,1.0,3.23514626977337,0.426617492663667,dsprites,True,True,False,True,False
0,0,entangled,0.4633556189553677,0.5783633616337093,0.7372413527666897,0.7378405234375989,0.1639620967827058,cars3d,True,True,False,True,False
1,1,disentangled,0.9182678705272972,0.4974827645613974,1.0,1.5995500467031434,0.0177649682884085,cars3d,True,True,False,True,False
0,0,entangled,0.4478640937845263,0.7347620632698612,0.576315374039572,2.1905802584684357,0.3763768918157064,smallnorb,True,True,False,True,False
1,1,disentangled,0.9011163492578887,0.5603122272286831,1.0,2.4108033726109515,0.2767189368658019,smallnorb,True,True,False,True,False
0,0,entangled,0.1582080980415666,1.0364602922006814,0.5719923750294463,4.710820425029716,0.6271302435568259,mpi3d,True,True,True,True,False
1,1,disentangled,0.8330978244128254,0.8972252065607323,1.0,4.188980670694176,0.2950186946242511,mpi3d,True,True,True,True,False
0,0,entangled,0.0602808047848774,0.8268746057263971,0.4933698719053203,1.0041199514236898,0.1822929087212866,dsprites,True,True,False,False,False
1,1,disentangled,0.8901151700865867,0.7630017995353262,1.0,3.2877617891939463,0.4339213076547595,dsprites,True,True,False,False,False
0,0,entangled,0.3178596368702158,0.5824442440076002,0.7339946629121022,0.7254630837785503,0.1463101393400453,cars3d,True,True,False,True,False
1,1,disentangled,0.907082195320986,0.4764069719212515,1.0,1.4764765065286714,0.016659758306301,cars3d,True,True,False,True,False
0,0,entangled,0.1318246339701828,0.7091424567520006,0.5255583015949008,1.0864302987339545,0.258075236954664,smallnorb,True,True,False,False,False
1,1,disentangled,0.9050889123745248,0.5974097834757929,1.0,2.461572574949185,0.2782821646250918,smallnorb,True,True,False,False,False
0,0,entangled,0.1825030668316605,0.8196327762425653,0.5192475410310817,1.5629580566089083,0.2617029561947707,dsprites,True,True,False,False,False
1,1,disentangled,0.8914538032112906,0.7180742701476164,1.0,3.3232617779591367,0.4425509758511389,dsprites,True,True,False,False,False
0,0,entangled,0.1490342562130177,0.6507512751332931,0.7628646662814312,1.1653380031684604,0.3321401975407063,cars3d,True,True,False,True,False
1,1,disentangled,0.9131238439188324,0.4830329010975325,1.0,1.5500223648448923,0.0178210162343625,cars3d,True,True,False,True,False
0,0,entangled,0.316464997360299,1.0847646094972538,0.5137489016305314,4.676287910294201,0.4896637716743027,mpi3d,True,True,True,True,False
1,1,disentangled,0.8390106159143149,0.8658389117465843,1.0,4.336120205090875,0.301234223469018,mpi3d,True,True,True,True,False
0,0,entangled,0.6884199178741928,0.6588928410621543,0.5000925964901574,1.035658474388724,0.2203453530626484,smallnorb,True,True,False,False,False
1,1,disentangled,0.8978514044493744,0.6577338568601814,1.0,2.356957737350461,0.266895286417139,smallnorb,True,True,False,False,False
0,0,entangled,0.0953780809729682,0.5902579100555571,0.6322023129924215,0.5919058380671136,0.1638377615049198,cars3d,True,True,False,True,False
1,1,disentangled,0.9057875355927494,0.4726409118288124,1.0,1.465818651919923,0.0167761473814399,cars3d,True,True,False,True,False
0,0,entangled,0.142958121997573,0.570577945356412,0.6931441500585854,0.6729337394575841,0.1593285555786018,cars3d,True,True,False,True,False
1,1,disentangled,0.905393852870584,0.503788245953192,1.0,1.46590389223409,0.0174151537190169,cars3d,True,True,False,True,False
0,0,entangled,0.1910754302778496,0.6413056937369369,0.4980796715225006,0.3830042561450568,0.0216153658876308,smallnorb,True,True,False,False,False
1,1,disentangled,0.8979108962262223,0.5835787184989515,1.0,2.357043550125152,0.272992652834612,smallnorb,True,True,False,False,False
0,0,entangled,0.057314784739582,0.7934527613948305,0.5948305968053809,2.8794952323500587,0.3952895161545322,dsprites,False,True,False,False,False
1,1,disentangled,0.8919868922972612,0.7988728007804557,1.0,3.325681246174698,0.4440580825079971,dsprites,False,True,False,False,False
0,0,entangled,0.2812997752883269,0.642224350995356,0.7347202302296936,1.1970617571945503,0.3236099402467393,cars3d,True,True,False,True,False
1,1,disentangled,0.9231777001994802,0.5302835961427559,1.0,1.661233004392754,0.0185381694695454,cars3d,True,True,False,True,False
0,0,entangled,0.0461168808679998,0.8520599797586084,0.6661860526604061,4.531564750670508,0.6480410541633955,dsprites,True,True,True,True,False
1,1,disentangled,0.8910001523267169,0.7193561354594936,1.0,3.294567067317816,0.4327281024731512,dsprites,True,True,True,True,False
0,0,entangled,0.4923935076951736,0.5801076350491893,0.6812155610218432,0.5899584812307679,0.1454781378741655,cars3d,True,True,False,True,False
1,1,disentangled,0.9166336713143316,0.4984533909109686,1.0,1.5883245327019582,0.019618118926946,cars3d,True,True,False,True,False
0,0,entangled,0.2329407865083731,0.7107711764561805,0.5598235233909178,1.5886658858214426,0.3463417868468724,smallnorb,True,True,False,True,False
1,1,disentangled,0.9044063990713684,0.5997098440508964,1.0,2.463919201493222,0.2760835484107687,smallnorb,True,True,False,True,False
0,0,entangled,0.4832512280118763,0.8280187230347147,0.605435274012289,2.7063048899094087,0.4672468271288507,dsprites,True,True,False,True,False
1,1,disentangled,0.8813569849387971,0.6974493563989498,1.0,3.138671875867259,0.4196710445597268,dsprites,True,True,False,True,False
0,0,entangled,0.2241764517382005,0.8372644126410719,0.5526986388402334,2.596745078913341,0.4222372475300639,dsprites,True,True,False,False,False
1,1,disentangled,0.8865449660257966,0.7340454088493854,1.0,3.2427890615178017,0.4383009117247616,dsprites,True,True,False,False,False
0,0,entangled,0.0294705426575596,1.0136487246992445,0.5378742715187852,5.166501806755405,0.5868946297876971,mpi3d,True,True,True,True,False
1,1,disentangled,0.8396024476044586,0.8689207817794674,1.0,4.314504892151756,0.2985133145557255,mpi3d,True,True,True,True,False
0,0,entangled,0.1192679625411638,0.6719317383726668,0.7774128938332758,1.7866586689326134,0.3697435467741451,cars3d,True,True,True,True,False
1,1,disentangled,0.9114446771467848,0.48418888058596,1.0,1.5280337116251568,0.0180784766224444,cars3d,True,True,True,True,False
0,0,entangled,0.0236770629172505,1.0754183898948757,0.5291302099657498,6.241862137727068,0.6203850105858882,mpi3d,True,True,True,True,False
1,1,disentangled,0.8388100225939085,0.8943347073699548,1.0,4.286724563338817,0.2983009837814788,mpi3d,True,True,True,True,False
0,0,entangled,0.3076201122790058,0.6337828043033926,0.5329516368534439,1.046392692302879,0.2264540164279323,smallnorb,True,True,False,False,False
1,1,disentangled,0.8947395495008735,0.5796780842378102,1.0,2.316244814956418,0.2646896347543045,smallnorb,True,True,False,False,False
