,Unnamed: 0,disentanglement,avg_corr_coef,IOSS,IRS,gaussian_total_correlation,gaussian_wasserstein_dependency,dataset,IOSS_classify,IRS_classify,gaussian_total_correlation_classify,gaussian_wasserstein_dependency_classify,avg_corr_coef_classify
0,0,entangled,0.1904646517886882,1.1448742952965316,0.5860807380726992,8.147155753213235,0.7937202275967058,mpi3d,True,True,True,True,False
1,1,disentangled,0.835793697247714,0.895285305085203,1.0,4.219168475887631,0.2946372118043429,mpi3d,True,True,True,True,False
0,0,entangled,0.208026462672787,0.4958456748004293,0.7131688381849115,0.1858085100747097,0.050259971436851,cars3d,True,True,False,True,False
1,1,disentangled,0.9006899008669846,0.4221485225526545,1.0,1.4193139340110277,0.0172262304909772,cars3d,True,True,False,True,False
0,0,entangled,0.1745008595979429,0.7450514177539177,0.6091957987081213,2.319870876967252,0.4285946771119445,smallnorb,True,True,False,True,False
1,1,disentangled,0.8978284491190527,0.6039954895997734,1.0,2.3587557967792296,0.2649612461219316,smallnorb,True,True,False,True,False
0,0,entangled,0.2029557206602798,0.6403073058532823,0.468474554965753,0.2989866040525863,0.0541361679147864,smallnorb,True,True,False,False,False
1,1,disentangled,0.9084832400179218,0.6224387121926369,1.0,2.5176405056489326,0.2794794251402351,smallnorb,True,True,False,False,False
0,0,entangled,0.4867676829730945,0.522090927764546,0.6789471449257948,0.1760847501031919,0.0578492380565633,cars3d,True,True,False,True,False
1,1,disentangled,0.9097169467831664,0.4444938903151896,1.0,1.5005077104808873,0.0179171021460203,cars3d,True,True,False,True,False
0,0,entangled,0.1607977861353379,1.0661774642076678,0.481972490254932,5.524099600695299,0.5007878962711304,mpi3d,True,True,True,True,False
1,1,disentangled,0.8394352523707143,0.8723300164528626,1.0,4.293888646917568,0.2937669010475662,mpi3d,True,True,True,True,False
0,0,entangled,0.0858351430084988,1.0818120728070657,0.5119824801380397,6.3274374347430165,0.6261044395768313,mpi3d,True,True,True,True,False
1,1,disentangled,0.8363173841218254,0.8962579792334523,1.0,4.281632551361769,0.3005517351859096,mpi3d,True,True,True,True,False
0,0,entangled,0.898501841788952,0.6018543032073329,0.7569742211441097,1.4203307159141054,0.3547015523125483,cars3d,True,True,False,True,False
1,1,disentangled,0.9171566375536622,0.5037561859587202,1.0,1.590953932773413,0.0185268319035378,cars3d,True,True,False,True,False
0,0,entangled,0.1438588504798015,0.7963947597271456,0.5526482587228085,1.592719771025087,0.3650306322085455,smallnorb,True,True,False,True,False
1,1,disentangled,0.899348733126653,0.5934948636547934,1.0,2.3762635460947257,0.2699972191925693,smallnorb,True,True,False,True,False
0,0,entangled,0.1287693743818579,0.7301057633065086,0.4564616611316532,0.5647890443174144,0.133062621936812,smallnorb,True,True,False,False,False
1,1,disentangled,0.8980972592442049,0.5958647138773987,1.0,2.3596327807827144,0.2658246424082236,smallnorb,True,True,False,False,False
0,0,entangled,0.2240072216808857,0.4644055481369053,0.7409070039558069,0.1376800954388353,0.017334063470083,cars3d,False,True,False,False,False
1,1,disentangled,0.9117811971498804,0.4658701439722154,1.0,1.5351664099720177,0.0186765026438941,cars3d,False,True,False,False,False
0,0,entangled,0.894642593812208,0.7816942656515321,0.6363088128051623,2.859385724778502,0.5558957716015742,smallnorb,True,True,True,True,False
1,1,disentangled,0.9044043514099328,0.6547173774234498,1.0,2.4517637470530387,0.2761531496967802,smallnorb,True,True,True,True,False
0,0,entangled,0.2502263642061737,0.8488123942287827,0.6242216533115724,3.048395174355674,0.3542986470242111,dsprites,True,True,False,False,False
1,1,disentangled,0.8954659206025274,0.6910672052088009,1.0,3.37120937400472,0.4386598377945936,dsprites,True,True,False,False,False
0,0,entangled,0.1646029272369306,0.5667923472251113,0.729408974972789,0.7625668379499482,0.1644476776014341,cars3d,True,True,False,True,False
1,1,disentangled,0.9176476346699092,0.4659473186895979,1.0,1.6074730360062226,0.0196081603277781,cars3d,True,True,False,True,False
0,0,entangled,0.0984104162665331,1.020258344622888,0.4720570434139395,4.556818656818444,0.4615245446438254,mpi3d,True,True,True,True,False
1,1,disentangled,0.8383651358529414,0.8653165230547347,1.0,4.253437095966463,0.2913250690706404,mpi3d,True,True,True,True,False
0,0,entangled,0.2242555936835253,0.7937118129763273,0.6085597341335467,2.724935464566421,0.3964237217978612,dsprites,True,True,False,False,False
1,1,disentangled,0.8925610969662681,0.7032824997449371,1.0,3.338833299189361,0.4486218505489908,dsprites,True,True,False,False,False
0,0,entangled,0.1854291160082521,0.6591205256556304,0.4061158572277383,0.4503153379337674,0.1012739134992711,smallnorb,True,True,False,False,False
1,1,disentangled,0.9030646651941968,0.639414203177048,1.0,2.432515718392476,0.272554666722612,smallnorb,True,True,False,False,False
0,0,entangled,0.1229454152343769,0.7019521097994637,0.5710460817575383,2.299470979945704,0.4351456369383304,smallnorb,True,True,False,True,False
1,1,disentangled,0.9057406301473626,0.6756517417849558,1.0,2.472128790729802,0.2750364554926634,smallnorb,True,True,False,True,False
0,0,entangled,0.4768069094761002,0.5017594572444533,0.7415447036103363,0.4873267111927997,0.0753162381258243,cars3d,False,True,False,True,False
1,1,disentangled,0.905623067602812,0.5102848853435359,1.0,1.4681977149600982,0.0171242989366219,cars3d,False,True,False,True,False
0,0,entangled,0.36378160682614,0.5376075223614366,0.6967676171985077,0.1203169270577477,0.0338309870708187,cars3d,True,True,False,True,False
1,1,disentangled,0.9105219966954538,0.5052025110766063,1.0,1.521731475465292,0.0173963445919622,cars3d,True,True,False,True,False
0,0,entangled,0.913236471218814,0.6033946311157469,0.7409194701727101,1.5513564121788948,0.3930268657844347,cars3d,True,True,True,True,True
1,1,disentangled,0.9106791587690996,0.4865371018255182,1.0,1.5156707634224489,0.018030380415068,cars3d,True,True,True,True,True
0,0,entangled,0.0697122666899035,0.7527405776584994,0.6029652620667337,2.1622095373183163,0.3377590900674836,dsprites,True,True,False,False,False
1,1,disentangled,0.8910594301160676,0.7017154679357368,1.0,3.2801602447702303,0.4259553436764882,dsprites,True,True,False,False,False
0,0,entangled,0.0118272073940541,0.9842332306204205,0.5074993982295062,5.076151053470251,0.5383985884773579,mpi3d,True,True,True,True,False
1,1,disentangled,0.834547222471221,0.8750549442190968,1.0,4.232162738665112,0.2929786099551481,mpi3d,True,True,True,True,False
0,0,entangled,0.1834056855856531,0.7862725893485132,0.5780686515194909,1.804824637662744,0.3321097504687487,dsprites,True,True,False,False,False
1,1,disentangled,0.8899677024527793,0.7834733254378071,1.0,3.290017698504297,0.4367411146123731,dsprites,True,True,False,False,False
0,0,entangled,0.1012794376232796,1.026476055478706,0.5119564780787631,5.549381379593539,0.4993189923174422,mpi3d,True,True,True,True,False
1,1,disentangled,0.8448709847735562,0.8740149763929773,1.0,4.392737515681536,0.3005887818800313,mpi3d,True,True,True,True,False
0,0,entangled,0.1188531307579149,0.6676763372457738,0.7715964848790678,1.6391466797723977,0.3632186028019448,cars3d,True,True,True,True,False
1,1,disentangled,0.9179796592620796,0.4831285972513074,1.0,1.593178535623493,0.0181131817511205,cars3d,True,True,True,True,False
0,0,entangled,0.0972267605199515,0.5867568846690552,0.7216140894825712,0.5565300471821866,0.1311889646284369,cars3d,True,True,False,True,False
1,1,disentangled,0.911185955006736,0.4840389012458674,1.0,1.5348554712633726,0.018648510902507,cars3d,True,True,False,True,False
0,0,entangled,0.3957880120427178,0.507262677759706,0.7075566431103022,0.2072147765990828,0.0592180919920619,cars3d,True,True,False,True,False
1,1,disentangled,0.909679734299803,0.4592921609708446,1.0,1.513006281293701,0.0181383425873216,cars3d,True,True,False,True,False
0,0,entangled,0.1712175767883705,0.6181541569221957,0.7645784297198803,1.7148622525148487,0.3185244212407466,cars3d,True,True,True,True,False
1,1,disentangled,0.91018165229368,0.474808696900695,1.0,1.515123223313385,0.0177681748150462,cars3d,True,True,True,True,False
0,0,entangled,0.1180608736755761,0.6079753783515007,0.6891372845626015,1.3522865916991178,0.2999394349923062,cars3d,True,True,False,True,False
1,1,disentangled,0.9043605042521924,0.4846307382607341,1.0,1.4738281916062306,0.0174694443187687,cars3d,True,True,False,True,False
0,0,entangled,0.0628030121235482,0.843987093258141,0.6022089533607494,2.668157027178128,0.4198377062915205,dsprites,True,True,False,False,False
1,1,disentangled,0.8861239177657733,0.7308336310024549,1.0,3.228570677745957,0.4360918493701847,dsprites,True,True,False,False,False
0,0,entangled,0.1109588653687507,0.6244150801956243,0.4483699474005498,0.4437403814266707,0.1127592910885245,smallnorb,True,True,False,False,False
1,1,disentangled,0.8995337899153559,0.593985828552853,1.0,2.379711423789149,0.2703212104677118,smallnorb,True,True,False,False,False
0,0,entangled,0.298783447869298,0.4817417174853938,0.7132358275964154,0.3391947400075115,0.1068533131659714,cars3d,True,True,False,True,False
1,1,disentangled,0.9092491750417978,0.4593170861547659,1.0,1.5078254393738462,0.0180815732568386,cars3d,True,True,False,True,False
0,0,entangled,0.0457450246591895,0.9788479848733996,0.5592101080947546,5.863513818514999,0.6663139163257937,mpi3d,True,True,True,True,False
1,1,disentangled,0.835859864924916,0.905420947889256,1.0,4.254466490340908,0.2952659952585711,mpi3d,True,True,True,True,False
0,0,entangled,0.2415028768362941,0.8083477820651761,0.5856893208093789,2.762298312161937,0.4049278476121323,dsprites,True,True,False,False,False
1,1,disentangled,0.8848721237526326,0.7142282966522912,1.0,3.2028227541241963,0.4280124751321106,dsprites,True,True,False,False,False
0,0,entangled,0.389362717329591,1.1570458347684296,0.5015527041696431,6.973357430089799,0.5397268889795126,mpi3d,True,True,True,True,False
1,1,disentangled,0.8416363090621581,0.8775707114888441,1.0,4.356296387163185,0.3063748712269192,mpi3d,True,True,True,True,False
0,0,entangled,0.1093932491916264,1.031378006688085,0.5154142504695406,4.275542338655046,0.5775036874105308,mpi3d,True,True,True,True,False
1,1,disentangled,0.8303377520537016,0.8881085914081559,1.0,4.154830515157574,0.2982201068261537,mpi3d,True,True,True,True,False
0,0,entangled,0.1475554962528048,0.597151361526861,0.741654200805212,0.8411868288214777,0.0760593825372184,cars3d,True,True,False,True,False
1,1,disentangled,0.9116830364099514,0.4695858815210654,1.0,1.5254054400231445,0.0172882546742951,cars3d,True,True,False,True,False
0,0,entangled,0.2470446761591029,0.75567211270498,0.5551342910882783,0.8949901351485572,0.2571512632723462,smallnorb,True,True,False,False,False
1,1,disentangled,0.8971711176922613,0.609365546547874,1.0,2.353091608893196,0.2741213924151119,smallnorb,True,True,False,False,False
0,0,entangled,0.1633252446129752,0.8219034320622889,0.6055703927614603,2.849091505749222,0.2549277405710702,dsprites,True,True,False,False,False
1,1,disentangled,0.8870013467877078,0.7053061103623751,1.0,3.217845299825032,0.426440887774506,dsprites,True,True,False,False,False
0,0,entangled,0.6051753065883562,0.4957284757940373,0.7639418108068038,0.284637093695576,0.0518285662950761,cars3d,True,True,False,True,False
1,1,disentangled,0.9075816365452944,0.4561131941557322,1.0,1.4795066424307244,0.0170623357605613,cars3d,True,True,False,True,False
0,0,entangled,0.0609157537937608,1.0845990361876905,0.5228771592855721,6.944307916958602,0.6602104271070443,mpi3d,True,True,True,True,False
1,1,disentangled,0.838913906602867,0.902257112407591,1.0,4.2834092378132524,0.2832433773987134,mpi3d,True,True,True,True,False
0,0,entangled,0.1387254009366725,0.5237222806596725,0.6913869930800713,0.8101238923573151,0.1052060264674755,cars3d,True,True,False,True,False
1,1,disentangled,0.908988825799106,0.4483446072959469,1.0,1.4972375074877435,0.018212520803367,cars3d,True,True,False,True,False
0,0,entangled,0.0418510435489036,1.0606934327035422,0.5334041321924786,7.322262985090239,0.6797121842982157,mpi3d,True,True,True,True,False
1,1,disentangled,0.8515326188822915,0.8847642888385817,1.0,4.515609220545225,0.3116746389659483,mpi3d,True,True,True,True,False
0,0,entangled,0.112625976713871,0.8109022931878254,0.5617677232564826,1.7248443104101423,0.2888453906066855,dsprites,True,True,False,False,False
1,1,disentangled,0.89818191592885,0.7126681587760066,1.0,3.423464270923174,0.4508339847754312,dsprites,True,True,False,False,False
0,0,entangled,0.1520483852767617,0.6380491571728113,0.7929374625020907,1.4536123533548562,0.3389822931620195,cars3d,True,True,True,True,False
1,1,disentangled,0.8946648230983494,0.470786742407931,1.0,1.3604735353191524,0.0161601529282966,cars3d,True,True,True,True,False
0,0,entangled,0.0677992703733721,1.013791881066652,0.5444600596797111,4.381431537911144,0.4777666372002181,mpi3d,True,True,False,True,False
1,1,disentangled,0.8458108744523387,0.8738815102582473,1.0,4.404752150416993,0.3051391339173059,mpi3d,True,True,False,True,False
0,0,entangled,0.2062346130439068,0.8279798599707426,0.5616692875889261,2.183875402726643,0.3979886501609775,dsprites,True,True,False,False,False
1,1,disentangled,0.8919467109935613,0.6977088783196971,1.0,3.3181321114315683,0.4366463902730261,dsprites,True,True,False,False,False
0,0,entangled,0.0304908715391549,1.065150925131415,0.5188854996181649,8.495949127596463,0.8215744808731344,mpi3d,True,True,True,True,False
1,1,disentangled,0.8370417434085464,0.8762555938611009,1.0,4.27801457071178,0.3005544341386938,mpi3d,True,True,True,True,False
0,0,entangled,0.0471222543670105,0.8405255939380982,0.6020028074959304,3.2560569710571308,0.5546624935048634,dsprites,True,True,True,True,False
1,1,disentangled,0.8843744267239083,0.7010069352626951,1.0,3.206010257266162,0.431565453397742,dsprites,True,True,True,True,False
0,0,entangled,0.1472438897348366,0.5392365737317312,0.7712311942722346,0.5111063589079063,0.1036918474290042,cars3d,True,True,False,True,False
1,1,disentangled,0.9098821188621664,0.499518375952153,1.0,1.5137355375810166,0.0178448437893392,cars3d,True,True,False,True,False
0,0,entangled,0.2844842103826883,0.7538336528045485,0.5703053626612437,2.0343562753585465,0.3259590772332412,smallnorb,True,True,False,True,False
1,1,disentangled,0.8960672212230291,0.6357611730804035,1.0,2.329530183163654,0.2624973852347267,smallnorb,True,True,False,True,False
0,0,entangled,0.1583160818346862,0.6210338612554371,0.744151097787568,1.1866943680749151,0.2822603943514742,cars3d,True,True,False,True,False
1,1,disentangled,0.907282869617319,0.498764812631702,1.0,1.4882871726010931,0.0175468475005915,cars3d,True,True,False,True,False
0,0,entangled,0.2401932711688353,0.7243845227838283,0.576555537707951,2.0791588812768693,0.3981947416061479,smallnorb,True,True,False,True,False
1,1,disentangled,0.8907495077459598,0.5595088376813686,1.0,2.272038775874313,0.2613563067317689,smallnorb,True,True,False,True,False
0,0,entangled,0.0520601700743202,1.038395127762106,0.491039737502904,6.146235078157586,0.6148164522778382,mpi3d,True,True,True,True,False
1,1,disentangled,0.8402073961025076,0.8984153735042794,1.0,4.3708886819714845,0.3033414325088079,mpi3d,True,True,True,True,False
0,0,entangled,0.014974835112507,1.131998347418821,0.4902899448410041,5.909407270276037,0.5107688420180972,mpi3d,True,True,True,True,False
1,1,disentangled,0.8368855217172703,0.8746821485823252,1.0,4.266306069121005,0.2993861829573859,mpi3d,True,True,True,True,False
0,0,entangled,0.0983648984258853,0.7565084065385415,0.5417370504993884,1.5128718269259775,0.2719546954748727,dsprites,True,True,False,False,False
1,1,disentangled,0.8878795364906377,0.6936930840979972,1.0,3.2481308715244213,0.4358749010451956,dsprites,True,True,False,False,False
0,0,entangled,0.3976170697302444,0.6798106346386793,0.5227455286087545,0.8833350190418607,0.1811324507609334,smallnorb,True,True,False,False,False
1,1,disentangled,0.9036489358674216,0.5644503759994788,1.0,2.4398311558262504,0.2736986952997072,smallnorb,True,True,False,False,False
0,0,entangled,0.2652851078319839,0.4373484043219553,0.6737959640203686,0.144368231351357,0.0565318908247759,cars3d,False,True,False,True,False
1,1,disentangled,0.9143955491850976,0.4979056527365854,1.0,1.5550792132067155,0.0177311935552236,cars3d,False,True,False,True,False
0,0,entangled,0.0654077248814639,0.7420616547936905,0.5851873164887125,2.012286440055695,0.3883505286778906,smallnorb,True,True,False,True,False
1,1,disentangled,0.9017875283874622,0.5663839657567242,1.0,2.4136976791454785,0.2725652867618705,smallnorb,True,True,False,True,False
0,0,entangled,0.2986538718413445,0.7986482327631725,0.573742455800746,2.0237418862679832,0.4228472415426504,dsprites,True,True,False,False,False
1,1,disentangled,0.8886366670207418,0.7180409523174699,1.0,3.255915107791997,0.4344344278974822,dsprites,True,True,False,False,False
0,0,entangled,0.0929022807338638,0.8278228504903438,0.5676658265584718,1.5757417160799654,0.3003336635349189,dsprites,True,True,False,False,False
1,1,disentangled,0.890555276405691,0.7140647951639384,1.0,3.3117581705197487,0.4404538143707179,dsprites,True,True,False,False,False
0,0,entangled,0.2039491378700798,0.8148226822925991,0.5032192027215678,0.9621152701686696,0.1888715942596048,dsprites,True,True,False,False,False
1,1,disentangled,0.8880249254408451,0.6674799534907842,1.0,3.2310522246473115,0.4267526011305818,dsprites,True,True,False,False,False
0,0,entangled,0.7875712874346685,0.7080563932131158,0.5475173154696328,1.5000755342775127,0.2361289728205035,smallnorb,True,True,False,False,False
1,1,disentangled,0.8990778438920852,0.5628686420124217,1.0,2.3754154121285103,0.2697099463118171,smallnorb,True,True,False,False,False
0,0,entangled,0.1392879904945658,0.5984729421023783,0.7061767969171241,1.280553204096905,0.3338723298269234,cars3d,True,True,False,True,False
1,1,disentangled,0.9061444687665828,0.4228102219406801,1.0,1.46826782887711,0.0174370678025418,cars3d,True,True,False,True,False
0,0,entangled,0.4974575363266721,0.6961240712937914,0.5620275735623337,0.5036507098775909,0.0675138473310103,smallnorb,True,True,False,False,False
1,1,disentangled,0.909953960074035,0.6497201628290951,1.0,2.5444186422841093,0.2833611441325058,smallnorb,True,True,False,False,False
0,0,entangled,0.2772014618548065,0.7780621883392437,0.6059291459736384,2.810850286658579,0.473998778255676,dsprites,True,True,False,True,False
1,1,disentangled,0.8835258936194844,0.7120553192515869,1.0,3.164812944273235,0.4216146900882336,dsprites,True,True,False,True,False
0,0,entangled,0.1982947773261876,0.8443824251518424,0.6425640913435917,3.779961743858192,0.5618230674552421,dsprites,True,True,True,True,False
1,1,disentangled,0.8834381975836452,0.698822450723074,1.0,3.170216643215148,0.424573825093879,dsprites,True,True,True,True,False
0,0,entangled,0.6515789199537907,0.7602320846650376,0.558893540557249,1.4525924194795952,0.1928215814844826,dsprites,False,True,False,False,False
1,1,disentangled,0.8919939324691579,0.7979521124010476,1.0,3.3088332564669214,0.4382213321157207,dsprites,False,True,False,False,False
0,0,entangled,0.1856246124471074,0.5528924711168461,0.6748446978193505,0.2178524904935264,0.0720506592612713,cars3d,True,True,False,True,False
1,1,disentangled,0.9147325830261326,0.4605809744307752,1.0,1.5588325294502132,0.0181123338869516,cars3d,True,True,False,True,False
0,0,entangled,0.0663138308811873,0.6512493408678364,0.5966191583007676,1.9244348597304004,0.4020883193824099,smallnorb,True,True,False,True,False
1,1,disentangled,0.8988542613133658,0.6072863910562617,1.0,2.3771654351870897,0.2777103127557254,smallnorb,True,True,False,True,False
0,0,entangled,0.4379775691571754,0.5390281627546218,0.7527462432892628,0.1746848841738197,0.0424134966414853,cars3d,True,True,False,True,False
1,1,disentangled,0.9133038632903264,0.4799864937168533,1.0,1.544873870867801,0.0179671246550459,cars3d,True,True,False,True,False
0,0,entangled,0.1173156993502386,1.098458340539152,0.5388021094033019,5.683865195859839,0.5972161832266749,mpi3d,True,True,True,True,False
1,1,disentangled,0.8386173357534811,0.8892120513333428,1.0,4.273875456278533,0.2919401730397719,mpi3d,True,True,True,True,False
0,0,entangled,0.1785542397755128,0.635271973105726,0.5310156004333166,0.2926314522676825,0.0460493240963593,smallnorb,True,True,False,False,False
1,1,disentangled,0.8957562801001605,0.6278035197966757,1.0,2.330315311426533,0.2577732769038903,smallnorb,True,True,False,False,False
0,0,entangled,0.6152208284611853,0.5556151425900185,0.7274728862048302,0.3965721300487816,0.0965602348974698,cars3d,True,True,False,True,False
1,1,disentangled,0.9132589620809088,0.4524617459800932,1.0,1.5397460173674211,0.0182809506814726,cars3d,True,True,False,True,False
0,0,entangled,0.2973574628441665,0.5116577784878878,0.6842827439491408,0.1934699020208521,0.0511374871540505,cars3d,True,True,False,True,False
1,1,disentangled,0.910732142559374,0.463783532756538,1.0,1.5238495618271486,0.0181153147186455,cars3d,True,True,False,True,False
0,0,entangled,0.070349596004497,0.998123459259951,0.4567631146516108,4.305536594599426,0.4018617733449035,mpi3d,True,True,True,True,False
1,1,disentangled,0.8362471395761428,0.8887814493697792,1.0,4.269627564482291,0.2987496947384924,mpi3d,True,True,True,True,False
0,0,entangled,0.0553350177195694,1.0529962386123204,0.5267665525783413,5.137745549775665,0.503243760298824,mpi3d,True,True,True,True,False
1,1,disentangled,0.8376636831197828,0.8497773390089183,1.0,4.324790330285458,0.3063728249699915,mpi3d,True,True,True,True,False
0,0,entangled,0.0581874055314334,1.1141791849851628,0.4925380152921108,4.372866515686638,0.4327809729106485,mpi3d,True,True,True,True,False
1,1,disentangled,0.8315330140538917,0.878153755135438,1.0,4.187178918471401,0.2951701228115843,mpi3d,True,True,True,True,False
0,0,entangled,0.0676766439661429,0.9872922513149428,0.519686343646051,5.159616599908162,0.6505371493059386,mpi3d,True,True,True,True,False
1,1,disentangled,0.8373028602860444,0.8907303298394568,1.0,4.304578791238259,0.2968398971952983,mpi3d,True,True,True,True,False
0,0,entangled,0.1428460966120611,0.9123883797626944,0.6008429989341929,3.3748991964600625,0.4781402005120894,dsprites,True,True,True,True,False
1,1,disentangled,0.893943468397965,0.7804557834370709,1.0,3.370494747400766,0.4482965352807275,dsprites,True,True,True,True,False
0,0,entangled,0.4261577095634248,0.8554366103529384,0.5555725928228858,1.843215253372453,0.2969266775412265,dsprites,True,True,False,False,False
1,1,disentangled,0.8925315844084005,0.7222232928900207,1.0,3.338179672312653,0.4395864623104504,dsprites,True,True,False,False,False
0,0,entangled,0.067886820109863,1.0717643448350185,0.5125651689220578,6.191944466831671,0.628586636111197,mpi3d,True,True,True,True,False
1,1,disentangled,0.8255242740645929,0.8459332214344797,1.0,4.066804873979738,0.2906329810813066,mpi3d,True,True,True,True,False
0,0,entangled,0.3465787996662234,0.7817099747342372,0.5456383394306112,1.9406805133531264,0.3618924238510728,dsprites,True,True,False,False,False
1,1,disentangled,0.8925616017539773,0.7124038857595312,1.0,3.336308859626061,0.4441323732205517,dsprites,True,True,False,False,False
0,0,entangled,0.1809066325901616,0.8223241435994549,0.5858972688886934,2.7979270155982032,0.3816785090054636,dsprites,True,True,False,False,False
1,1,disentangled,0.8926092227122142,0.7175254963474902,1.0,3.3300935349923595,0.4360703063793181,dsprites,True,True,False,False,False
0,0,entangled,0.1860684428009371,0.859229091165334,0.5669317788356886,1.9314750503661813,0.2490511919679567,dsprites,True,True,False,False,False
1,1,disentangled,0.8845609443164656,0.708949324570717,1.0,3.1720521837976428,0.4239795160590225,dsprites,True,True,False,False,False
0,0,entangled,0.0504203373578815,0.7255253245439406,0.5853395841141112,2.0700587322054105,0.4370509361333749,smallnorb,True,True,False,True,False
1,1,disentangled,0.9012621713691832,0.6156066583433984,1.0,2.414813583076737,0.2737265424702585,smallnorb,True,True,False,True,False
0,0,entangled,0.128048686439612,0.655359002942116,0.546509043948558,1.0432428954393824,0.249715070825954,smallnorb,True,True,False,False,False
1,1,disentangled,0.9044242357181468,0.5935654775745747,1.0,2.454456790598594,0.2755400891138869,smallnorb,True,True,False,False,False
0,0,entangled,0.0783185327936137,1.08208069572236,0.5371921424811,5.558313860300778,0.5731126287099849,mpi3d,True,True,True,True,False
1,1,disentangled,0.8419527484769843,0.8616738027484254,1.0,4.347562167473378,0.3003261052260428,mpi3d,True,True,True,True,False
0,0,entangled,0.1435222285071838,0.6293515488366832,0.4895708634260545,0.2701158386385001,0.0205336564678801,smallnorb,True,True,False,False,False
1,1,disentangled,0.8895696335916884,0.531790520159609,1.0,2.250742895785889,0.2630754734106056,smallnorb,True,True,False,False,False
0,0,entangled,0.1329220001701169,0.784590157284636,0.5641310355492478,1.7171359122169307,0.2863111585452937,dsprites,True,True,False,False,False
1,1,disentangled,0.8810736269186035,0.7208731743207645,1.0,3.129611727323361,0.4144608493752104,dsprites,True,True,False,False,False
0,0,entangled,0.3147558438930705,0.5144562214489958,0.7352192114033829,0.2425432127404247,0.0761874371948783,cars3d,True,True,False,True,False
1,1,disentangled,0.9105077113317503,0.4368069609940599,1.0,1.5182526605523643,0.0165768160739011,cars3d,True,True,False,True,False
0,0,entangled,0.2562145188122441,0.4803003781727314,0.6984643303485268,0.0242735253400538,0.0075881286280618,cars3d,True,True,False,False,False
1,1,disentangled,0.9121547084084984,0.470093772591911,1.0,1.5409330105808143,0.0187563448617517,cars3d,True,True,False,False,False
0,0,entangled,0.0965150687691566,0.8385327110358743,0.5702592642896415,2.173629245476171,0.362798945917298,dsprites,True,True,False,False,False
1,1,disentangled,0.8900050327082752,0.7557606525342654,1.0,3.2661857018996043,0.4305943496689511,dsprites,True,True,False,False,False
0,0,entangled,0.816507491170281,0.5410196634215396,0.7694728608040033,0.9046101470570428,0.126687097467986,cars3d,True,True,False,True,False
1,1,disentangled,0.9159656478673348,0.4742597887082883,1.0,1.577553477236152,0.0185086759317117,cars3d,True,True,False,True,False
0,0,entangled,0.919043300852282,0.7170205099559076,0.6199176900990487,3.022232051836484,0.5599632280348728,smallnorb,True,True,True,True,True
1,1,disentangled,0.9048564805852788,0.5917168352757637,1.0,2.461410429634779,0.2729690466785351,smallnorb,True,True,True,True,True
0,0,entangled,0.1534209828789619,0.7707370778673099,0.6406624844432858,2.2440673373982243,0.3415849937581933,dsprites,True,True,False,False,False
1,1,disentangled,0.8903639482029118,0.693390344530318,1.0,3.2913441585188297,0.4334867186500963,dsprites,True,True,False,False,False
0,0,entangled,0.1787793948143367,0.4942845191746132,0.7455142940327971,0.5920701024807542,0.1838121627196141,cars3d,True,True,False,True,False
1,1,disentangled,0.9078200949643088,0.4833770994135337,1.0,1.4893281916320236,0.0174712869293316,cars3d,True,True,False,True,False
0,0,entangled,0.1542880835766762,0.7076672646791695,0.5739637122263513,1.3047641236880807,0.3189759038560513,smallnorb,True,True,False,True,False
1,1,disentangled,0.9060504664439888,0.6291252155836164,1.0,2.4747779338884754,0.2750655642188164,smallnorb,True,True,False,True,False
0,0,entangled,0.6631868768459532,0.5950268920403327,0.7571066972847591,0.6547558887558038,0.0669321354912038,cars3d,True,True,False,True,False
1,1,disentangled,0.9118107039819816,0.4905559531949845,1.0,1.527882564727561,0.0173204695931195,cars3d,True,True,False,True,False
0,0,entangled,0.1752509356845796,0.8477673687968577,0.5955257162070157,2.4050217784695125,0.4149220800846109,dsprites,True,True,False,False,False
1,1,disentangled,0.8874863260767529,0.7258575168361163,1.0,3.239374140043367,0.4299183556862355,dsprites,True,True,False,False,False
0,0,entangled,0.1276377804409744,0.6765706664655866,0.5272609900078113,1.927476040240168,0.4000394561869274,smallnorb,True,True,False,True,False
1,1,disentangled,0.9022727125441428,0.6053261170330254,1.0,2.421900933418511,0.2684137142645385,smallnorb,True,True,False,True,False
0,0,entangled,0.260401667601638,0.794692572164632,0.6174873093389229,3.013905809307306,0.5216183770857825,smallnorb,True,True,True,True,False
1,1,disentangled,0.9062994342869026,0.572811001139532,1.0,2.4883928654878225,0.2839512743931419,smallnorb,True,True,True,True,False
0,0,entangled,0.0655013035886793,0.7350786884184939,0.5878390052503716,1.323948781085596,0.2745434822049658,smallnorb,True,True,False,True,False
1,1,disentangled,0.9072079757236526,0.6216203562630823,1.0,2.505599219399741,0.2712318050720003,smallnorb,True,True,False,True,False
0,0,entangled,0.1440733389948791,0.6684717629626329,0.4876659761254781,0.4542238455116214,0.0503212067409183,smallnorb,True,True,False,False,False
1,1,disentangled,0.8981923014783755,0.552533563514525,1.0,2.3651270523337207,0.2698444868941302,smallnorb,True,True,False,False,False
0,0,entangled,0.0860531545220437,1.0879027668216752,0.4989161881106165,5.914240543792875,0.5846260024114524,mpi3d,True,True,True,True,False
