,Unnamed: 0,causalrep_trainood_accs,causalrep_testood_accs,naive_trainood_accs,naive_testood_accs,naive_vae_trainood_accs,naive_vae_testood_accs,naive_contrastive_trainood_accs,naive_contrastive_testood_accs,causalrep_traindownstream_accs,causalrep_testdownstream_accs,naive_traindownstream_accs,naive_testdownstream_accs,naive_vae_traindownstream_accs,naive_vae_testdownstream_accs,naive_contrastive_traindownstream_accs,naive_contrastive_testdownstream_accs,hidden_dim,l2_reg,lr,n_restarts,mode,steps,z_dim,batch_size,num_features,input_dim,vae_epochs,spurious_corr,alter_freq,randseed
0,0,0.6586190246257847,0.7195369030390738,0.5324963785610816,0.5120115774240231,0.7337518107194592,0.4509406657018813,0.7337518107194592,0.4509406657018813,0.999517560005188,0.9995176196098328,0.624096155166626,0.6240962743759155,0.999517560005188,0.9995176196098328,0.999517560005188,0.9995176196098328,256,10.0,0.01,1,linear,501,64,1000,5,392,51,0.7,50,77492040
0,0,0.6816030902945437,0.687698986975398,0.5254466441332689,0.5030390738060782,0.7273780782230806,0.7180897250361794,0.7273780782230806,0.7180897250361794,0.999517560005188,0.9995176196098328,0.6250604391098022,0.6250601410865784,0.999517560005188,0.9995176196098328,0.999517560005188,0.9995176196098328,256,10.0,0.01,1,linear,501,64,1000,5,392,51,0.5,50,44652836
0,0,0.6873008208594882,0.6871201157742403,0.5211009174311927,0.5078630004823926,0.8960888459681313,0.9006271104679209,0.8960888459681313,0.9006271104679209,0.999517560005188,0.9995176196098328,0.6149399876594543,0.6149396896362305,0.999517560005188,0.9995176196098328,0.999517560005188,0.9995176196098328,256,10.0,0.01,1,linear,501,64,1000,5,392,51,0.1,50,7336208
0,0,0.6484789956542732,0.6229618909792571,0.5185900531144375,0.5055475156777617,0.7238049251569291,0.8198745779064158,0.7238049251569291,0.8198745779064158,0.9995176792144777,0.9995176196098328,0.6390354037284851,0.6390360593795776,0.999517560005188,0.9995176196098328,0.999517560005188,0.9995176196098328,256,10.0,0.01,1,linear,501,64,1000,5,392,51,0.3,50,84319734
0,0,0.6626750362143892,0.5604438012542209,0.521487204249155,0.5160636758321273,0.7240946402704008,0.7304389773275446,0.7240946402704008,0.7304389773275446,0.999517560005188,0.9995176196098328,0.6443370580673218,0.6443372368812561,0.999517560005188,0.9995176196098328,0.999517560005188,0.9995176196098328,256,10.0,0.01,1,linear,501,64,1000,5,392,51,0.5,50,91439440
0,0,0.6739739256397875,0.7148094548962856,0.5211974891356832,0.5078630004823926,0.728440366972477,0.7152918475639171,0.728440366972477,0.7152918475639171,0.999517560005188,0.9995176196098328,0.6245785355567932,0.6245782375335693,0.999517560005188,0.9995176196098328,0.999517560005188,0.9995176196098328,256,10.0,0.01,1,linear,501,64,1000,5,392,51,0.5,50,77207474
0,0,0.6816996619990343,0.6842257597684516,0.5242877836793819,0.5006271104679209,0.7239014968614196,0.7223347805113363,0.7239014968614196,0.7223347805113363,0.999517560005188,0.9995176196098328,0.6395173072814941,0.6395179629325867,0.999517560005188,0.9995176196098328,0.999517560005188,0.9995176196098328,256,10.0,0.01,1,linear,501,64,1000,5,392,51,0.5,50,4225114
0,0,0.6981168517624337,0.6533526290400385,0.5235152100434572,0.5050651230101303,0.7239980685659102,0.4160154365653642,0.7239980685659102,0.4160154365653642,0.999517560005188,0.9995176196098328,0.6265062093734741,0.6265059113502502,0.999517560005188,0.9995176196098328,0.999517560005188,0.9995176196098328,256,10.0,0.01,1,linear,501,64,1000,5,392,51,0.7,50,14618194
0,0,0.7498792853693867,0.5919922817173179,0.5239980685659101,0.5098890496864448,0.897344278126509,0.1028461167390255,0.897344278126509,0.1028461167390255,0.9995175004005432,0.9995174407958984,0.6178311109542847,0.6178312301635742,0.999517560005188,0.9995176196098328,0.999517560005188,0.9995176196098328,256,10.0,0.01,1,linear,501,64,1000,5,392,51,0.9,50,41975436
0,0,0.7024625784645099,0.6684997588036662,0.5211009174311927,0.5064158224794983,0.8984065668759054,0.1047756874095513,0.8984065668759054,0.1047756874095513,0.9995177388191224,0.9995176196098328,0.6159029006958008,0.6159034967422485,0.999517560005188,0.9995176196098328,0.999517560005188,0.9995176196098328,256,10.0,0.01,1,linear,501,64,1000,5,392,51,0.9,50,95732532
0,0,0.7462095605987445,0.7522431259044863,0.5270883631096089,0.5091172214182345,0.8967648478995655,0.8988904968644477,0.8967648478995655,0.8988904968644477,0.999517560005188,0.9995176196098328,0.6260238289833069,0.6260240077972412,0.999517560005188,0.9995176196098328,0.999517560005188,0.9995176196098328,256,10.0,0.01,1,linear,501,64,1000,5,392,51,0.1,50,89981902
0,0,0.6658619024625785,0.6497829232995659,0.5260260743602124,0.5082489146164978,0.7232254949299856,0.8117703810902074,0.7232254949299856,0.8117703810902074,0.999517560005188,0.9995176196098328,0.6428917646408081,0.6428914666175842,0.999517560005188,0.9995176196098328,0.999517560005188,0.9995176196098328,256,10.0,0.01,1,linear,501,64,1000,5,392,51,0.3,50,37723568
0,0,0.6781265089328826,0.6476603955619875,0.5174311926605505,0.5069946936806561,0.7264123611781748,0.7126869271587072,0.7264123611781748,0.7126869271587072,0.999517560005188,0.9995176196098328,0.6351799964904785,0.6351805925369263,0.999517560005188,0.9995176196098328,0.999517560005188,0.9995176196098328,256,10.0,0.01,1,linear,501,64,1000,5,392,51,0.5,50,75981314
0,0,0.7142443264123611,0.7204052098408105,0.5216803476581362,0.5012059816690786,0.9007242877836794,0.8990834539315002,0.9007242877836794,0.8990834539315002,0.999517560005188,0.9995176196098328,0.6390358805656433,0.6390360593795776,0.999517560005188,0.9995176196098328,0.999517560005188,0.9995176196098328,256,10.0,0.01,1,linear,501,64,1000,5,392,51,0.1,50,87758370
0,0,0.6821825205214872,0.6914616497829233,0.5243843553838725,0.5029425952725518,0.9026557218734912,0.9004341534008683,0.9026557218734912,0.9004341534008683,0.999517560005188,0.9995176196098328,0.6375905275344849,0.637590229511261,0.999517560005188,0.9995176196098328,0.999517560005188,0.9995176196098328,256,10.0,0.01,1,linear,501,64,1000,5,392,51,0.1,50,52507262
