,Unnamed: 0,causalrep_train_accs,causalrep_test_accs,naive_train_accs,naive_test_accs,naive_vae_train_accs,naive_vae_test_accs,hidden_dim,l2_reg,lr,n_restarts,mode,steps,z_dim,batch_size,num_features,input_dim,vae_epochs,spurious_corr,alter_freq,randseed
0,0,0.6452471482889733,0.7216594307766522,0.8970531821250916,0.0950313583016395,0.8914448618888855,0.1210805624723434,256,1.0,0.1,1,linear,1001,128,100,20,392,101,0.9,100,14006196
0,0,0.6788973384030418,0.6541244573082489,0.7043725848197937,0.8716835379600525,0.5174905061721802,0.4997588098049164,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.3,100,17938188
0,0,0.6850760456273765,0.7173178967679691,0.6946768164634705,0.7168354988098145,0.5207224488258362,0.5012059807777405,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.5,100,84497686
0,0,0.723764258555133,0.733236854799807,0.8999049067497253,0.9078630208969116,0.8887832760810852,0.8977327346801758,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.1,100,216982
0,0,0.7449619771863117,0.6126386878919441,0.8980037569999695,0.1037144213914871,0.5173003673553467,0.5229136347770691,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.9,100,93418746
0,0,0.5208174904942966,0.507959479015919,0.7197718620300293,0.8166908025741577,0.5208174586296082,0.5079594850540161,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.3,100,97681894
0,0,0.6598859315589354,0.6903039073806078,0.4876425862312317,0.601543664932251,0.8955323100090027,0.1191509887576103,256,1.0,0.1,1,linear,1001,16,100,20,392,101,0.9,100,99834890
0,0,0.6997148288973384,0.7004341534008683,0.6587452292442322,0.6203569769859314,0.5288022756576538,0.5113362073898315,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.3,100,91691446
0,0,0.7124524714828897,0.7095996140858659,0.8970531821250916,0.9107573628425598,0.5133079886436462,0.5084418654441833,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.1,100,1580996
0,0,0.7492395437262357,0.6237337192474675,0.8396387696266174,0.3478051126003265,0.5163497924804688,0.5291847586631775,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.9,100,35529728
0,0,0.6336501901140684,0.7342016401350699,0.8969581723213196,0.092619389295578,0.5179657936096191,0.4983116388320923,256,1.0,0.1,1,linear,1001,256,100,20,392,101,0.9,100,42326946
0,0,0.7056083650190114,0.6657018813314037,0.6378327012062073,0.7197298407554626,0.5159695744514465,0.4987940192222595,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.7,100,89618778
0,0,0.5674904942965779,0.7327544621321755,0.9067490100860596,0.1191509887576103,0.516730010509491,0.5036179423332214,256,1.0,0.1,1,linear,1001,32,100,20,392,101,0.9,100,35708056
0,0,0.6745247148288973,0.7042932947419199,0.706939160823822,0.7361311912536621,0.5174905061721802,0.5031355619430542,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.5,100,87009894
0,0,0.6816539923954372,0.7115291847563917,0.6513307690620422,0.7510854005813599,0.512547492980957,0.5113362073898315,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.9,100,26684408
0,0,0.7285171102661597,0.6410998552821997,0.8407794237136841,0.290882796049118,0.8892585635185242,0.1177038103342056,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.9,100,2033610
0,0,0.708745247148289,0.6391702846116739,0.6989543437957764,0.1056439951062202,0.5218631029129028,0.5219488739967346,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.7,100,75808482
0,0,0.683745247148289,0.6874095513748191,0.8893535733222961,0.1167390272021293,0.5177756547927856,0.5171249508857727,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.9,100,42723410
0,0,0.7083650190114068,0.6690786300048239,0.9024714827537536,0.0964785367250442,0.9026615619659424,0.096960924565792,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.9,100,5769880
0,0,0.7626425855513308,0.5918958031837916,0.8976235389709473,0.1066087782382965,0.8926805853843689,0.1230101287364959,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.9,100,96843014
0,0,0.7072243346007605,0.7356488181379643,0.90095055103302,0.8914616703987122,0.522243320941925,0.5166425704956055,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.1,100,96741940
0,0,0.5211977186311787,0.5041003376748674,0.7059885859489441,0.6835504174232483,0.5211977362632751,0.5041003227233887,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.5,100,26074898
0,0,0.6388783269961977,0.7346840328027014,0.8711026310920715,0.1244573071599006,0.8919201493263245,0.1051615998148918,256,1.0,0.1,1,linear,1001,128,100,20,392,101,0.9,100,40247280
0,0,0.7403992395437262,0.7612156295224313,0.8883079886436462,0.9030390977859496,0.8856463432312012,0.8962855935096741,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.1,100,81477340
0,0,0.5825095057034221,0.683068017366136,0.8532319068908691,0.2797877490520477,0.8953421711921692,0.1196333840489387,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.9,100,70687766
0,0,0.6672053231939163,0.7192474674384949,0.7259505391120911,0.3796430230140686,0.529657781124115,0.5084418654441833,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.7,100,71515518
0,0,0.6585551330798479,0.6666666666666666,0.4778516888618469,0.488663762807846,0.8980988264083862,0.8972503542900085,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.1,100,51071258
0,0,0.7495247148288974,0.7554269175108539,0.8772813677787781,0.8765074610710144,0.882034182548523,0.8851905465126038,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.1,100,82738640
0,0,0.7165399239543726,0.658465991316932,0.8888782858848572,0.1148094534873962,0.5150189995765686,0.5074771046638489,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.9,100,38894804
0,0,0.6733840304182509,0.7057404727448143,0.7034220099449158,0.1220453456044197,0.5186311602592468,0.5108538269996643,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.7,100,30616258
0,0,0.6880228136882129,0.7178002894356006,0.5629277229309082,0.2590448558330536,0.5213878154754639,0.5041003227233887,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.5,100,80340670
0,0,0.6949619771863118,0.6792088760250844,0.6774714589118958,0.5894838571548462,0.5158745050430298,0.487216591835022,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.5,100,50488996
0,0,0.6918250950570343,0.6941630487216595,0.9044676423072816,0.0988904982805252,0.5198668837547302,0.5074771046638489,256,1.0,0.1,1,linear,1001,16,100,20,392,101,0.9,100,23569518
0,0,0.5156844106463878,0.5118186203569706,0.7519011497497559,0.4534491002559662,0.5156844258308411,0.5118186473846436,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.9,100,9186194
0,0,0.6596958174904943,0.6710082006753497,0.5683460235595703,0.2165943086147308,0.5181558728218079,0.5147129893302917,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.5,100,30913010
0,0,0.7773764258555133,0.5311143270622286,0.8955323100090027,0.1143270656466484,0.516254723072052,0.5238784551620483,256,1.0,0.1,1,linear,1001,256,100,20,392,101,0.9,100,6589484
0,0,0.6812737642585551,0.7607332368547998,0.5372623205184937,0.1519536972045898,0.5214828848838806,0.5103714466094971,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.5,100,22401608
0,0,0.7152091254752851,0.6546068499758804,0.7177756428718567,0.4302942752838135,0.5240494012832642,0.512783408164978,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.7,100,96544438
0,0,0.7113117870722433,0.6695610226724554,0.8374524712562561,0.4105161726474762,0.519486665725708,0.5132657885551453,256,1.0,0.1,1,linear,1001,16,100,20,392,101,0.9,100,30698276
0,0,0.6805133079847909,0.6989869753979739,0.6928707361221313,0.1061263903975486,0.5232889652252197,0.4944524765014648,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.7,100,46684880
0,0,0.6789923954372623,0.6608779546550893,0.5885931253433228,0.7824409008026123,0.5245246887207031,0.4983116388320923,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.5,100,451438
0,0,0.6975285171102662,0.6888567293777135,0.8851710557937622,0.1191509887576103,0.8962927460670471,0.1013024598360061,256,1.0,0.1,1,linear,1001,16,100,20,392,101,0.9,100,83181810
0,0,0.6901140684410646,0.6994693680656054,0.9005703330039978,0.1157742440700531,0.515779435634613,0.4891461730003357,256,1.0,0.1,1,linear,1001,64,100,20,392,101,0.9,100,30368600
0,0,0.61606463878327,0.7260009647853353,0.8964828848838806,0.0998552814126014,0.8933460116386414,0.1302460283041,256,1.0,0.1,1,linear,1001,128,100,20,392,101,0.9,100,62925722
0,0,0.7252851711026616,0.6372407139411481,0.8967680335044861,0.096960924565792,0.5181558728218079,0.4963820576667785,256,1.0,0.1,1,linear,1001,128,100,20,392,101,0.9,100,51725274
0,0,0.7756653992395437,0.552821997105644,0.8656843900680542,0.1591895818710327,0.5150189995765686,0.5069947242736816,256,1.0,0.1,1,linear,1001,16,100,20,392,101,0.9,100,47255144
